שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
ראשון לציון,8300,105,612,391,3,388,27,5,0,1,12,0,0,0,1,3,0,0,0,0,22,0,25,89,9,6,0,0,0,8,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ראשון לציון,8300,108,625,417,1,416,29,1,0,0,7,0,0,0,0,5,0,0,0,0,27,0,27,107,13,13,0,0,0,7,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ראשון לציון,8300,109,628,415,1,414,22,3,0,0,15,0,0,0,0,4,0,0,0,0,33,0,58,111,6,7,0,0,0,5,3,0,0,138,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6
ראשון לציון,8300,110,577,433,1,432,46,2,0,0,9,0,0,0,0,7,0,0,0,0,11,0,8,90,18,14,0,0,0,13,1,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ראשון לציון,8300,111,539,362,0,362,19,5,0,0,10,0,0,0,0,4,0,0,0,0,19,0,14,71,4,12,0,0,0,12,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,112,696,398,0,398,18,2,0,0,14,0,0,0,0,2,0,0,0,0,23,0,30,100,11,9,0,0,1,8,0,0,0,167,0,0,1,0,0,0,0,0,0,2,0,0,1,0,9
ראשון לציון,8300,113,525,346,2,344,21,1,0,1,11,0,0,0,1,2,0,0,0,0,21,0,20,96,2,4,0,0,0,6,0,0,0,148,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8
ראשון לציון,8300,115,551,322,0,322,12,1,0,0,9,0,0,0,0,3,0,0,0,0,17,0,30,73,13,9,1,0,1,11,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ראשון לציון,8300,116,559,268,2,266,8,6,0,0,9,0,0,0,0,4,0,0,0,0,17,0,25,92,4,7,0,0,1,6,0,0,0,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
ראשון לציון,8300,118,570,358,0,358,16,3,2,0,17,0,0,0,0,2,0,1,0,0,31,0,34,105,6,6,0,0,0,7,1,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
ראשון לציון,8300,124,735,544,3,541,8,4,0,1,14,0,0,0,0,2,0,0,0,0,25,0,30,194,5,16,0,0,1,12,1,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ראשון לציון,8300,125,530,311,0,311,19,5,0,0,10,0,0,0,0,6,0,0,0,0,14,0,46,98,2,5,0,0,0,4,1,0,0,82,0,0,0,0,0,1,0,0,0,2,0,0,0,0,16
ראשון לציון,8300,127,607,369,1,368,14,2,0,0,13,0,0,0,2,0,0,1,0,0,17,0,65,107,7,9,1,0,0,7,4,0,0,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
ראשון לציון,8300,128,691,361,2,359,16,3,0,0,14,0,0,0,0,0,0,0,0,0,13,0,60,89,5,9,0,0,0,8,4,0,0,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
ראשון לציון,8300,129,590,331,5,326,5,13,0,0,11,0,0,0,0,6,0,0,0,0,15,0,53,117,3,6,0,0,2,4,1,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
ראשון לציון,8300,130,514,373,2,371,8,9,0,0,16,0,0,0,0,13,0,0,0,0,24,0,25,159,0,6,0,0,0,4,0,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ראשון לציון,8300,131,510,356,1,355,28,2,0,0,13,0,0,0,0,0,0,0,0,0,22,0,19,67,6,5,0,0,0,14,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ראשון לציון,8300,134,600,418,4,414,19,6,0,0,11,0,0,0,0,33,0,0,0,0,25,0,25,135,8,16,0,0,0,14,1,0,0,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
ראשון לציון,8300,135,595,347,3,344,11,2,0,0,12,0,0,0,1,3,0,0,0,0,22,0,43,139,5,6,0,0,0,7,2,0,0,77,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10
ראשון לציון,8300,136,624,394,2,392,10,5,0,0,10,0,0,0,0,2,0,0,0,0,14,0,45,140,5,6,0,0,0,8,1,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
ראשון לציון,8300,139,484,313,1,312,16,4,0,0,8,0,1,0,0,9,0,0,0,0,21,0,35,99,8,9,0,0,0,9,0,0,0,83,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7
ראשון לציון,8300,141,627,430,7,423,18,2,0,0,10,0,0,0,2,9,0,0,0,0,38,0,34,121,5,7,0,0,0,11,1,0,0,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16
ראשון לציון,8300,142,572,266,6,260,8,7,0,0,7,0,0,0,0,6,0,0,0,0,15,0,32,94,4,1,0,0,0,7,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7
ראשון לציון,8300,143,656,399,3,396,12,18,0,1,15,0,0,0,0,26,0,0,0,0,16,0,31,123,4,6,0,0,0,5,2,0,1,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35
ראשון לציון,8300,144,698,366,3,363,6,7,0,0,17,0,0,0,0,4,0,0,0,0,19,0,94,117,6,4,0,0,0,5,3,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
ראשון לציון,8300,146,609,461,2,459,12,2,0,0,14,0,0,0,0,5,0,0,0,0,21,0,45,157,8,11,0,0,0,13,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
ראשון לציון,8300,147,517,359,1,358,11,2,0,0,5,0,0,0,0,8,0,0,0,0,21,0,66,128,2,4,0,0,0,4,2,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
ראשון לציון,8300,150,511,379,1,378,13,1,0,0,9,0,0,0,0,3,0,0,0,0,24,0,23,113,7,11,0,0,0,11,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ראשון לציון,8300,151,670,471,0,471,22,5,0,0,13,0,0,0,0,3,0,0,0,0,22,0,12,173,9,4,0,0,1,13,0,0,0,178,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14
ראשון לציון,8300,152,694,505,5,500,25,5,0,0,16,0,0,0,1,3,0,0,0,0,35,0,12,176,8,16,0,0,1,16,1,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ראשון לציון,8300,153,697,503,2,501,37,0,0,0,20,0,0,0,0,7,0,0,0,0,41,0,10,128,12,5,0,0,2,15,0,0,0,207,0,0,0,0,0,1,0,0,0,2,0,0,0,0,14
ראשון לציון,8300,154,526,372,2,370,8,5,0,0,13,0,0,0,1,2,0,0,0,0,21,0,15,135,2,13,0,0,0,14,0,0,0,125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14
ראשון לציון,8300,155,683,512,3,509,18,2,0,0,23,1,0,0,0,12,0,0,0,0,28,0,9,195,8,10,0,0,0,24,1,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ראשון לציון,8300,157,741,561,1,560,25,0,0,0,26,1,0,0,0,6,0,0,0,0,45,0,8,166,1,12,0,0,0,15,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ראשון לציון,8300,158,527,402,2,400,20,3,0,0,9,0,0,0,0,2,0,0,0,0,24,0,4,123,6,12,0,0,0,21,0,0,0,170,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
ראשון לציון,8300,159,654,496,1,495,33,0,0,0,6,0,0,0,0,7,1,0,0,0,23,0,5,142,9,9,0,0,0,13,1,0,0,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
ראשון לציון,8300,161,465,318,3,315,5,6,0,0,8,0,0,0,0,9,0,0,0,0,23,0,41,110,2,11,0,0,0,8,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ראשון לציון,8300,162.1,618,430,1,429,9,5,0,1,12,0,0,0,0,12,0,0,0,0,22,0,31,162,4,12,0,0,0,9,1,0,0,134,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13
ראשון לציון,8300,162.2,618,445,5,440,20,3,1,0,18,0,0,0,0,2,0,0,0,0,25,0,29,154,3,11,0,0,4,9,2,0,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ראשון לציון,8300,162.3,618,453,3,450,20,3,1,1,19,0,0,0,0,8,1,0,0,1,17,0,35,137,7,12,0,0,0,6,1,0,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ראשון לציון,8300,162.4,616,454,1,453,18,2,0,0,7,0,0,0,0,6,0,0,0,0,21,0,48,141,9,13,0,0,0,9,3,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ראשון לציון,8300,163,520,321,11,310,15,2,0,0,8,0,0,0,0,1,0,0,0,0,23,0,43,98,4,10,0,0,0,3,1,0,0,91,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9
ראשון לציון,8300,166,519,333,2,331,5,2,0,0,12,1,0,0,0,2,0,0,0,0,18,0,36,95,5,15,0,0,0,6,0,0,0,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
ראשון לציון,8300,168,682,482,0,482,11,52,0,0,8,0,0,0,0,28,0,1,0,0,15,0,27,145,3,10,0,0,0,7,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
ראשון לציון,8300,169,703,417,3,414,19,10,0,0,10,0,0,0,0,10,0,0,0,0,26,1,38,146,6,12,0,0,0,5,0,0,0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
ראשון לציון,8300,170,519,366,1,365,9,4,0,0,11,1,0,0,0,2,0,0,0,0,24,0,43,129,2,13,0,0,0,8,1,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ראשון לציון,8300,171,620,459,1,458,14,0,0,0,16,0,0,0,0,12,0,0,0,0,30,0,8,178,3,11,0,0,0,9,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ראשון לציון,8300,172,635,473,3,470,16,3,0,0,10,1,0,0,0,3,0,0,0,0,34,0,5,137,7,9,0,0,0,5,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ראשון לציון,8300,173,553,411,3,408,17,2,0,0,13,0,0,0,2,6,0,0,0,0,25,0,22,134,3,8,0,0,0,7,0,0,0,142,0,0,0,2,0,1,0,0,0,0,0,0,0,0,24
ראשון לציון,8300,175,631,460,3,457,22,1,0,0,9,0,0,0,0,3,0,0,0,0,26,0,5,154,11,12,0,0,1,10,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
ראשון לציון,8300,176,649,477,5,472,60,0,0,0,5,0,0,0,0,3,0,0,0,0,8,1,5,134,14,9,0,0,0,9,0,0,0,215,0,0,0,0,0,0,0,0,0,2,0,1,1,0,5
ראשון לציון,8300,178,645,468,1,467,14,1,0,0,18,0,1,0,0,2,0,0,0,0,15,0,35,155,5,14,0,0,0,8,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ראשון לציון,8300,179,452,312,1,311,9,0,0,0,17,0,0,0,1,5,0,0,0,0,27,0,44,87,4,5,0,0,1,6,1,1,1,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
ראשון לציון,8300,181,729,578,1,577,31,0,0,0,7,0,0,0,0,14,0,0,0,0,26,0,12,209,12,14,0,0,0,8,0,0,0,241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ראשון לציון,8300,182.1,615,450,0,450,18,4,0,0,14,0,0,0,0,16,0,0,0,0,24,0,5,154,5,9,0,0,0,10,2,0,0,171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
ראשון לציון,8300,182.2,615,471,0,471,22,0,0,1,17,0,0,0,0,6,0,0,0,0,20,0,8,187,6,12,0,0,0,13,0,0,0,162,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15
ראשון לציון,8300,182.3,615,479,2,477,18,0,0,0,7,0,0,0,0,10,0,0,0,0,27,0,4,200,4,5,0,0,0,6,0,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14
ראשון לציון,8300,182.4,615,460,2,458,15,3,0,0,13,0,0,0,0,12,0,0,0,0,14,0,13,167,3,12,0,0,0,13,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ראשון לציון,8300,182.5,615,453,1,452,18,2,0,2,8,0,0,0,0,10,0,0,0,0,15,0,7,162,5,9,0,0,1,13,0,0,0,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
ראשון לציון,8300,182.6,614,485,1,484,21,3,0,0,14,0,0,0,0,2,0,0,0,0,23,0,9,132,9,18,0,0,0,9,1,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,183,711,542,1,541,15,1,0,0,15,0,0,0,0,4,0,0,0,0,42,0,19,208,2,11,0,0,0,17,0,0,0,198,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7
ראשון לציון,8300,184,650,351,5,346,6,3,0,0,16,0,0,0,0,12,0,0,0,0,10,1,23,191,1,3,1,0,1,5,1,0,0,41,0,0,1,0,0,0,0,0,2,2,0,0,0,0,26
ראשון לציון,8300,185,753,562,3,559,19,1,0,0,11,0,0,0,0,6,0,0,0,0,27,0,7,206,4,19,0,0,0,16,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ראשון לציון,8300,186,620,463,3,460,22,7,0,0,12,0,0,0,0,4,0,0,0,0,16,0,21,150,8,13,0,0,0,15,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ראשון לציון,8300,187,528,419,0,419,20,1,0,0,12,0,0,0,0,5,0,0,0,0,28,0,8,161,5,15,0,0,0,10,1,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ראשון לציון,8300,188,711,541,3,538,23,3,1,3,6,0,0,0,0,2,0,0,0,0,29,0,9,200,6,8,0,0,1,11,0,0,0,225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
ראשון לציון,8300,189,695,505,0,505,20,0,0,1,13,1,0,0,0,8,0,0,0,0,16,0,24,208,9,20,0,0,1,15,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ראשון לציון,8300,190,735,564,4,560,26,2,0,0,18,2,0,0,0,6,0,0,0,0,44,0,14,212,2,6,0,0,0,17,1,0,0,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
ראשון לציון,8300,191,539,411,1,410,22,2,0,0,14,0,0,0,0,4,0,0,0,1,22,0,6,144,9,12,0,0,0,8,1,0,0,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
ראשון לציון,8300,192,525,357,0,357,14,1,0,0,5,0,0,0,0,8,0,0,0,0,18,0,14,125,5,11,0,0,0,15,2,0,0,130,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
ראשון לציון,8300,193,722,505,0,505,28,1,0,0,27,0,0,0,0,4,2,0,1,0,25,0,36,165,8,6,0,0,0,17,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
ראשון לציון,8300,194,533,366,0,366,13,0,0,0,10,0,0,0,0,7,0,0,0,0,25,0,11,112,8,12,0,0,0,19,0,0,0,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
ראשון לציון,8300,195,548,408,2,406,13,5,0,0,21,0,0,0,0,7,0,0,0,0,20,0,4,145,6,10,0,0,0,12,2,0,0,147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
ראשון לציון,8300,196,597,455,1,454,20,3,0,0,15,1,0,0,0,3,0,0,0,0,24,1,6,136,12,22,0,0,0,14,0,0,0,196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ראשון לציון,8300,197,621,468,3,465,22,0,1,0,7,0,0,0,0,4,0,0,0,0,33,0,10,135,11,12,1,0,0,16,0,0,0,204,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
ראשון לציון,8300,198,518,401,1,400,22,1,0,0,13,1,0,0,0,1,0,0,0,0,18,0,1,98,4,12,1,0,0,14,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ראשון לציון,8300,202,715,535,2,533,41,5,0,2,17,0,0,0,0,11,1,0,0,0,21,0,29,133,8,21,0,0,0,8,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,203,695,286,0,286,13,2,0,1,17,1,0,0,0,2,0,0,0,0,19,0,29,68,8,5,0,0,0,6,0,0,0,112,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
ראשון לציון,8300,204,557,389,3,386,22,6,0,0,7,0,0,0,0,10,0,0,0,0,22,0,20,105,9,14,0,0,0,5,3,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,205,725,543,2,541,35,0,0,0,18,0,0,0,0,1,0,0,0,0,45,0,27,158,20,9,0,0,0,13,0,0,0,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ראשון לציון,8300,206,641,462,0,462,21,3,1,0,12,2,0,0,0,7,0,0,0,0,15,0,21,155,6,13,0,0,0,18,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ראשון לציון,8300,207,556,399,1,398,7,15,0,0,13,0,0,0,0,22,0,0,0,0,25,0,1,226,1,11,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
ראשון לציון,8300,209,447,318,0,318,11,0,0,1,9,0,0,0,0,2,0,0,0,0,10,0,2,101,9,6,0,0,0,14,0,0,0,138,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
ראשון לציון,8300,210,532,430,0,430,29,1,0,0,11,1,0,0,0,4,0,0,0,0,17,0,6,109,17,10,0,0,0,14,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ראשון לציון,8300,211,610,460,1,459,29,2,0,0,21,0,0,0,0,4,0,0,0,0,22,0,14,107,13,10,0,0,1,8,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ראשון לציון,8300,214,489,281,0,281,9,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,24,84,4,14,0,0,0,6,1,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ראשון לציון,8300,215,531,355,1,354,15,3,2,0,0,0,0,0,0,14,0,0,0,0,15,0,26,96,7,8,0,0,0,13,1,0,0,151,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ראשון לציון,8300,216,651,446,2,444,10,7,0,0,11,0,0,0,0,14,0,0,0,0,29,0,37,149,3,13,0,0,0,9,0,0,0,155,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,217,486,373,0,373,25,0,1,2,12,0,0,0,0,4,0,0,0,0,25,0,17,102,11,10,0,0,0,15,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ראשון לציון,8300,218,594,322,7,315,17,0,0,0,7,0,0,0,1,7,0,0,0,0,16,0,55,73,4,5,0,0,0,10,3,0,0,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
ראשון לציון,8300,221,781,569,2,567,57,5,0,0,13,0,0,0,0,5,0,0,0,0,11,0,7,210,13,8,0,0,1,7,0,0,0,218,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10
ראשון לציון,8300,224,554,429,1,428,24,0,0,0,6,0,0,0,0,7,0,0,0,0,17,0,2,126,8,6,0,0,0,9,0,0,0,213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
ראשון לציון,8300,225,495,392,4,388,24,0,0,0,10,0,0,0,0,4,0,0,0,0,10,0,13,80,8,14,0,0,0,12,1,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ראשון לציון,8300,226,600,479,0,479,30,3,0,3,10,0,0,0,2,5,0,0,0,0,19,0,4,96,22,9,0,0,0,14,1,0,0,258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ראשון לציון,8300,227,565,358,2,356,17,2,0,0,11,0,0,0,0,4,0,0,0,0,15,0,29,95,6,10,0,0,0,4,0,0,0,160,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ראשון לציון,8300,228.1,653,376,3,373,18,8,0,0,11,0,0,0,0,5,0,0,0,0,15,0,59,108,13,4,1,0,0,9,1,0,0,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
ראשון לציון,8300,228.2,653,371,4,367,15,5,0,0,14,0,0,0,0,6,0,0,0,0,18,0,55,109,6,5,1,0,0,5,0,0,0,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16
ראשון לציון,8300,228.3,653,372,7,365,9,6,0,0,5,0,0,0,0,8,0,0,0,0,19,0,52,94,7,8,0,0,0,7,0,0,0,129,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16
ראשון לציון,8300,228.4,653,380,1,379,12,8,0,0,11,0,0,0,0,1,0,0,0,0,24,0,39,135,6,7,0,0,0,2,1,0,0,114,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17
ראשון לציון,8300,228.5,653,411,3,408,15,3,0,0,11,0,0,0,0,7,0,0,0,0,16,0,62,134,7,11,0,0,0,6,1,1,0,124,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8
ראשון לציון,8300,228.6,653,383,4,379,11,2,0,0,14,0,0,0,0,4,0,0,0,0,23,0,60,127,6,4,0,0,0,10,1,0,0,103,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11
ראשון לציון,8300,228.7,653,361,1,360,16,2,0,1,13,0,0,0,1,4,0,0,0,0,13,1,76,88,1,6,1,0,1,3,4,0,0,118,0,0,0,1,0,1,0,0,0,1,0,0,0,1,7
ראשון לציון,8300,228.8,650,374,1,373,22,5,0,0,6,0,0,0,0,13,0,0,0,0,23,0,69,96,3,3,0,0,0,3,0,0,0,120,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8
ראשון לציון,8300,229,733,553,2,551,18,1,0,0,6,0,0,0,0,6,0,0,0,0,33,0,54,176,12,19,0,0,0,14,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,230,584,357,4,353,9,4,0,0,11,0,0,0,0,6,0,0,0,0,16,0,14,202,3,10,0,0,0,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29
ראשון לציון,8300,231,728,481,0,481,8,5,0,0,20,0,0,0,0,13,0,0,0,0,39,0,11,204,2,10,0,0,0,12,0,0,0,116,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39
ראשון לציון,8300,232,449,292,2,290,9,0,0,0,11,0,0,0,0,6,0,0,0,1,12,0,44,87,5,6,0,0,0,4,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,233,578,379,4,375,9,7,0,1,11,1,0,0,0,1,0,0,0,0,9,0,83,117,5,8,0,0,0,8,1,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ראשון לציון,8300,234.1,693,488,0,488,27,10,0,0,6,0,0,0,1,19,0,0,0,0,26,1,19,163,6,16,0,0,0,15,0,0,0,159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19
ראשון לציון,8300,234.2,693,472,1,471,26,5,0,1,21,0,0,0,0,18,0,0,0,0,21,0,26,112,9,27,0,0,1,14,1,0,0,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
ראשון לציון,8300,234.3,693,523,2,521,27,4,0,0,21,0,0,0,2,35,0,0,0,0,34,0,17,150,1,33,0,0,0,17,0,0,0,166,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12
ראשון לציון,8300,234.4,693,468,6,462,28,4,0,1,11,0,0,0,0,27,0,0,0,0,25,0,32,136,5,9,0,0,0,11,1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ראשון לציון,8300,234.5,693,465,2,463,24,5,0,0,13,0,0,0,0,27,0,0,0,0,22,0,29,127,11,27,0,0,0,9,2,0,0,156,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
ראשון לציון,8300,234.6,688,467,2,465,23,3,0,0,13,0,0,0,0,13,0,0,0,0,22,0,28,130,8,13,0,0,0,14,0,0,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ראשון לציון,8300,236,711,541,0,541,15,9,0,0,14,0,0,0,0,4,0,0,0,0,28,0,6,214,5,16,0,0,1,16,1,0,0,188,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22
ראשון לציון,8300,238,642,466,1,465,14,5,0,0,10,0,0,0,0,5,0,0,0,0,22,0,26,168,0,13,0,0,0,18,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ראשון לציון,8300,241.1,586,393,1,392,5,3,0,0,12,1,0,0,0,6,0,0,0,0,27,0,15,193,3,4,0,0,0,6,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ראשון לציון,8300,241.2,586,383,3,380,13,4,0,0,11,0,0,0,0,2,0,0,0,0,16,0,15,181,1,5,1,0,0,7,1,0,0,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
ראשון לציון,8300,241.3,586,380,3,377,4,7,0,0,8,0,0,0,1,5,0,0,0,0,30,0,12,173,4,6,0,0,0,18,1,0,0,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17
ראשון לציון,8300,241.4,586,369,2,367,7,1,0,0,14,1,0,0,1,5,0,0,0,0,18,0,5,166,5,8,0,0,0,12,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ראשון לציון,8300,241.5,586,393,0,393,10,4,0,0,10,0,0,0,0,4,0,0,0,0,20,0,17,181,2,10,1,0,2,14,1,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ראשון לציון,8300,241.6,582,386,3,383,12,1,0,0,11,0,0,0,0,3,0,0,0,0,13,0,16,174,2,7,0,0,0,10,1,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ראשון לציון,8300,242,708,403,3,400,9,6,0,0,14,0,0,0,0,7,0,0,0,0,29,1,61,131,9,13,1,0,0,4,3,0,0,101,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8
ראשון לציון,8300,243,556,360,1,359,12,5,0,0,3,0,0,0,0,7,0,0,0,0,7,0,26,157,0,9,0,0,0,12,0,0,0,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
ראשון לציון,8300,244,631,343,7,336,5,3,1,0,10,0,0,0,0,4,0,0,0,0,28,1,19,179,2,3,0,0,1,4,2,0,0,55,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15
ראשון לציון,8300,246,496,288,2,286,7,1,0,0,8,0,0,0,0,5,0,0,0,0,25,0,49,87,3,6,0,0,0,5,0,0,0,79,0,0,0,0,0,1,0,0,0,2,0,0,0,0,8
ראשון לציון,8300,247,394,311,0,311,14,1,0,0,7,0,0,0,0,0,0,0,0,0,7,0,4,79,10,8,0,0,0,10,2,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ראשון לציון,8300,248,592,429,0,429,13,6,1,0,13,0,0,0,0,4,0,0,0,0,24,0,6,153,5,6,0,0,0,20,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
