סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
5,1997,עילוט,511,7.3,4,0,572,180,2,178,0,0,0,24,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,
5,1998,עילוט,511,7.4,4,0,572,173,9,164,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,
4,1635,עין גב,273,1,2,0,479,320,1,319,114,9,0,0,0,0,4,0,8,0,0,0,0,0,1,44,6,28,31,0,0,0,0,58,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,
18,11168,עין הבשור,1240,1.1,1,0,364,256,1,255,35,25,0,0,0,0,8,0,1,0,0,0,0,0,0,33,6,32,17,0,0,0,0,86,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9,
18,11169,עין הבשור,1240,1.2,2,0,363,281,0,281,31,29,0,0,1,1,4,0,2,0,0,0,0,0,0,34,7,30,25,0,0,0,0,83,0,0,0,0,0,0,0,0,0,7,0,0,0,2,25,
18,11170,עין השלושה,676,1,1,0,313,190,0,190,50,10,0,3,0,0,4,0,0,0,1,0,0,0,0,18,16,12,7,0,1,0,0,59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,
5,1999,עין מאהל,532,5.1,1,0,632,212,1,211,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,
5,2000,עין מאהל,532,5.2,1,0,632,294,5,289,1,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,97,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,
5,2001,עין מאהל,532,5.3,1,0,631,275,1,274,1,0,0,154,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,
5,2002,עין מאהל,532,10.1,2,0,624,251,6,245,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,
5,2003,עין מאהל,532,10.2,2,0,624,232,1,231,1,0,0,127,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,
5,2004,עין מאהל,532,10.3,2,0,624,263,5,258,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,
5,2005,עין מאהל,532,10.4,2,0,624,278,6,272,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,
5,2006,עין מאהל,532,10.5,2,1,624,209,7,202,0,4,0,124,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,
5,2007,עין מאהל,532,10.6,2,0,624,229,5,224,0,0,0,123,0,0,0,0,0,2,0,0,0,0,0,0,3,9,2,0,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,
5,2008,עין מאהל,532,13.1,4,0,616,265,1,264,1,1,0,98,0,0,0,0,0,0,0,0,0,0,1,0,9,3,4,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,
5,2009,עין מאהל,532,13.2,4,0,616,269,4,265,0,1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,
5,2010,עין מאהל,532,13.3,4,0,616,260,1,259,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,
5,2011,עין מאהל,532,13.4,4,0,616,221,0,221,0,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,
5,2012,עין מאהל,532,13.5,4,0,616,229,0,229,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,
5,2013,עין מאהל,532,13.6,4,0,615,268,6,262,1,0,0,143,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,
17,10363,עין צורים,622,1,1,0,436,348,3,345,29,133,2,0,0,0,63,0,0,0,0,0,0,0,0,17,3,45,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,
11,6117,עינת,871,1,1,0,584,485,2,483,158,13,0,0,0,0,1,0,5,0,0,0,0,0,0,79,9,28,90,0,0,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,
2,828,עמינדב,779,1,1,0,633,454,2,452,40,43,1,1,0,1,22,0,4,0,0,0,0,0,0,51,12,143,31,0,0,0,0,65,0,0,0,0,0,0,0,0,0,6,0,0,0,5,27,
18,11171,עמיעוז,318,1,1,0,214,133,0,133,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,14,1,62,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,22,5,
3,1417,עמיר,319,1,1,0,503,367,0,367,76,3,0,2,0,0,4,0,3,0,0,0,0,0,0,46,6,18,119,0,0,0,1,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,
10,5426,פורת,767,1,1,0,499,329,0,329,1,32,1,0,0,0,29,0,5,0,0,0,0,0,0,7,3,172,1,0,0,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,47,14,
10,5427,פורת,767,2,1,0,408,279,2,277,2,21,1,0,0,1,34,0,0,0,0,0,0,0,0,6,2,144,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,
9,4473,צרופה,612,1.1,1,0,367,269,0,269,10,18,2,0,0,0,8,0,2,0,0,0,0,0,0,30,4,112,10,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,
9,4474,צרופה,612,1.2,1,0,366,277,0,277,21,23,5,1,0,1,14,0,7,0,0,0,0,0,0,29,10,86,2,0,0,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,10,24,
18,11466,קבועה שבט,1234,1.1,1,0,393,120,2,118,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
18,11467,קבועה שבט,1234,1.2,1,0,393,138,2,136,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
18,11291,קטורה,1052,1,1,0,450,228,4,224,91,7,0,1,0,0,1,0,0,0,0,0,0,0,0,12,11,10,44,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,
9,4393,קציר,1243,2,3,0,464,269,1,268,44,9,1,2,0,0,0,0,5,0,0,0,0,0,0,23,28,44,28,0,0,0,2,59,1,1,0,0,0,0,0,0,1,1,0,0,0,1,18,
9,4394,קציר,1243,3,2,0,571,380,2,378,72,19,1,5,0,0,4,0,5,0,0,0,0,0,0,31,29,63,35,0,0,0,1,90,0,0,0,0,0,0,0,0,0,5,1,0,0,3,14,
9,4395,קציר,1243,4.1,1,0,618,434,0,434,76,20,0,4,0,0,3,0,6,0,0,0,0,0,0,41,15,79,50,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,1,0,0,4,19,
9,4396,קציר,1243,4.2,1,0,617,444,2,442,79,21,0,11,0,0,6,0,7,0,0,0,0,0,0,50,20,53,52,0,0,0,0,113,1,0,0,0,0,0,0,0,0,7,1,0,0,2,19,
19,11702,קרני שומרון,3640,2,1,0,561,455,0,455,3,92,3,0,0,0,277,1,1,0,0,0,0,0,0,1,0,57,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,
19,11703,קרני שומרון,3640,5.1,2,0,587,412,4,408,3,83,1,0,0,0,86,0,3,0,0,0,0,0,0,4,12,146,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,9,0,0,0,11,23,
19,11704,קרני שומרון,3640,5.2,2,0,587,394,1,393,3,83,2,0,0,0,110,0,3,0,0,0,0,0,0,12,14,109,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,1,0,17,23,
19,11705,קרני שומרון,3640,5.3,2,0,587,386,1,385,4,66,8,0,0,0,100,0,2,0,0,0,0,0,0,7,7,137,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,20,12,
19,11706,קרני שומרון,3640,5.4,2,0,587,405,5,400,10,92,3,1,0,0,101,0,1,0,0,0,0,0,0,9,21,106,1,0,0,0,0,17,0,0,0,0,0,0,0,0,1,2,0,0,0,14,21,
19,11707,קרני שומרון,3640,5.5,2,0,583,377,4,373,8,81,1,0,0,1,107,0,0,0,0,0,0,0,0,3,16,110,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,4,0,0,0,12,14,
19,11708,קרני שומרון,3640,6,1,0,603,473,0,473,2,107,4,0,0,0,302,1,1,0,0,0,0,0,0,0,2,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,
19,11709,קרני שומרון,3640,8.1,4,0,494,375,0,375,6,51,2,0,0,0,145,0,2,0,0,0,0,0,0,3,19,108,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,3,0,0,0,15,12,
19,11710,קרני שומרון,3640,8.2,4,0,494,378,3,375,6,80,1,0,0,0,151,0,0,0,0,0,0,1,0,5,14,78,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,9,10,
19,11711,קרני שומרון,3640,8.3,4,0,493,381,3,378,3,82,3,0,0,0,151,0,4,0,0,0,0,0,0,8,13,77,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,10,11,
19,11712,קרני שומרון,3640,9,6,0,571,414,0,414,5,96,5,0,0,0,75,0,5,0,0,0,0,0,0,8,6,140,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,17,44,
19,11713,קרני שומרון,3640,990,1,0,154,122,0,122,0,19,0,0,0,0,74,0,0,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,
17,10365,רבדים,564,1,1,0,628,470,1,469,103,9,3,2,0,0,2,0,6,0,0,0,0,0,0,51,11,15,168,0,0,0,0,91,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,
9,4807,רגבים,444,1,1,0,425,284,0,284,73,7,0,4,0,0,5,0,2,0,0,0,0,0,0,60,4,17,44,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,
4,1637,רמת מגשימים,4701,1,1,0,464,352,1,351,4,122,1,0,0,0,155,0,1,0,0,0,0,0,1,1,1,46,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,
18,11175,רעים,713,1,1,0,376,277,1,276,92,7,0,0,0,0,0,0,8,0,0,0,0,0,0,29,10,9,53,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,
6,3141,רקפת,1228,1.1,1,0,401,289,0,289,45,15,0,0,0,0,2,0,8,0,0,0,0,0,0,31,5,24,26,0,0,0,1,113,0,0,0,0,0,0,0,0,0,2,0,0,0,1,16,
6,3142,רקפת,1228,1.2,1,0,400,288,0,288,66,13,0,0,0,0,1,0,2,0,0,0,0,0,0,26,12,15,39,0,0,0,0,91,0,0,0,0,0,0,0,0,0,5,1,0,0,0,17,
10,5368,שושנת העמקים,224,1,1,0,447,312,0,312,26,13,2,0,0,0,8,0,6,0,0,0,0,0,0,21,12,115,9,0,0,0,0,50,0,0,0,0,0,0,1,0,0,2,0,0,0,37,10,
6,2605,שייח דנון,658,1,1,0,636,318,3,315,1,0,0,208,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
6,2606,שייח דנון,658,3.1,2,0,471,224,2,222,1,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,
6,2607,שייח דנון,658,3.2,2,0,471,215,2,213,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,103,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,
6,2608,שייח דנון,658,3.3,3,0,471,234,2,232,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,83,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,
6,2609,שלומי,812,1.1,17,0,351,184,2,182,2,8,2,0,0,0,7,0,1,0,0,0,0,0,0,6,10,108,3,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5,
6,2610,שלומי,812,1.2,17,0,351,203,0,203,3,13,5,3,0,0,9,0,0,0,0,0,0,0,0,11,22,82,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,32,7,
6,2611,שלומי,812,2.1,10,0,351,202,2,200,6,10,0,0,0,0,9,0,2,0,0,0,0,0,0,6,28,88,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,
6,2612,שלומי,812,2.2,10,0,351,214,1,213,1,14,3,0,0,0,5,0,1,0,0,0,0,0,0,4,53,76,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,18,7,
6,2613,שלומי,812,3.1,3,0,479,282,1,281,5,6,2,0,0,0,9,0,2,0,0,0,0,0,0,6,19,139,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,61,4,
6,2614,שלומי,812,3.2,3,0,479,315,3,312,4,17,1,0,0,0,14,1,1,0,0,0,0,0,0,11,19,138,2,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1,0,0,0,71,17,
6,2615,שלומי,812,3.3,3,0,477,294,2,292,2,19,3,0,0,0,10,0,2,0,0,0,0,0,0,6,33,145,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,43,8,
6,2616,שלומי,812,5.1,11,0,382,266,3,263,6,18,0,1,0,0,11,0,1,0,0,0,0,0,0,10,17,111,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,35,18,
6,2617,שלומי,812,5.2,18,0,382,242,1,241,7,18,2,0,0,0,11,0,3,0,0,0,0,0,0,14,12,94,6,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,33,10,
6,2618,שלומי,812,6,14,0,557,368,5,363,18,34,0,0,0,0,10,0,2,0,0,0,0,0,0,24,31,150,5,0,0,0,1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,28,22,
6,2619,שלומי,812,7.1,12,0,365,264,1,263,3,29,0,0,0,0,10,0,1,0,0,0,0,0,1,9,17,130,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,0,0,19,7,
6,2620,שלומי,812,7.2,16,0,365,247,1,246,11,10,0,0,0,0,6,0,5,0,0,0,0,0,0,5,25,101,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,
6,2621,שלומי,812,8,15,0,525,369,2,367,11,35,1,0,0,0,9,0,0,0,0,0,0,0,0,14,27,139,2,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,42,32,
9,4809,שקד,3649,1,1,0,611,453,4,449,13,88,1,0,0,0,27,0,3,0,0,0,0,0,0,23,18,136,2,0,0,0,0,75,0,0,0,0,0,0,0,0,0,2,0,0,0,6,55,
10,5477,תל מונד,154,1.1,1,0,646,487,3,484,32,37,0,1,0,0,15,0,2,0,0,0,0,0,0,61,13,136,29,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,
10,5478,תל מונד,154,1.2,1,0,646,485,0,485,45,35,0,0,0,0,6,0,5,0,0,0,0,0,0,52,17,133,23,0,0,0,0,124,0,0,0,0,0,0,0,0,1,4,0,0,0,14,26,
10,5479,תל מונד,154,1.3,1,0,646,497,0,497,33,29,2,0,0,0,6,0,5,0,0,0,0,0,0,68,18,104,23,0,0,0,0,151,0,0,0,0,0,0,0,0,0,1,0,0,0,15,42,
10,5480,תל מונד,154,1.4,1,0,644,481,1,480,55,33,1,0,0,0,22,0,2,0,0,0,0,0,0,51,17,92,30,0,0,0,0,146,0,0,0,0,0,0,0,0,0,3,1,0,0,7,20,
10,5481,תל מונד,154,2.1,2,0,614,447,1,446,31,33,1,0,0,0,16,0,3,0,0,0,0,0,0,56,12,141,14,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,10,38,
10,5482,תל מונד,154,2.2,2,0,614,456,4,452,37,36,1,1,0,0,24,0,5,0,0,0,0,0,0,48,4,108,26,0,0,0,0,114,0,0,0,0,0,0,0,0,0,6,1,0,0,12,29,
10,5483,תל מונד,154,3.1,7,0,636,473,2,471,61,33,0,0,0,0,1,0,2,0,0,0,0,0,0,55,14,106,30,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,
10,5484,תל מונד,154,3.2,7,0,636,482,3,479,57,25,0,1,0,0,5,0,2,0,0,0,0,0,0,57,10,65,31,0,0,0,0,195,0,0,0,0,0,0,0,0,0,1,0,0,0,3,27,
10,5485,תל מונד,154,3.3,7,0,636,473,1,472,52,23,0,0,0,0,4,0,2,0,0,0,0,0,0,67,11,91,39,0,0,0,1,138,0,0,0,0,0,0,0,0,0,1,0,0,0,10,33,
10,5486,תל מונד,154,3.4,7,0,636,462,0,462,47,27,0,0,0,1,8,0,3,0,0,0,0,1,0,50,13,78,22,0,0,0,0,173,0,0,0,0,0,0,0,0,0,3,1,0,0,7,28,
10,5487,תל מונד,154,3.5,7,0,636,483,2,481,37,19,0,0,0,0,2,2,5,0,0,0,0,1,0,76,14,52,36,0,0,0,0,192,0,0,0,0,0,0,0,0,0,1,0,0,0,3,41,
10,5488,תל מונד,154,4,8,0,505,325,2,323,3,21,2,0,0,0,14,0,5,0,0,0,0,0,0,16,5,178,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,25,24,
10,5489,תל מונד,154,15.1,6,0,606,439,0,439,37,44,0,0,0,0,6,0,1,0,0,0,0,0,0,55,8,75,39,0,0,0,0,143,0,0,0,0,0,0,0,0,0,1,0,0,0,6,24,
10,5490,תל מונד,154,15.2,6,0,606,436,0,436,48,33,0,0,0,0,6,0,4,0,0,0,0,0,0,65,17,50,36,0,0,0,0,149,0,0,0,0,0,0,0,0,0,2,0,0,0,2,24,
10,5491,תל מונד,154,15.3,6,0,605,446,2,444,49,39,0,0,0,0,9,0,3,0,0,0,0,0,0,65,13,51,33,0,0,0,0,152,0,0,0,0,0,0,0,0,0,2,0,0,0,3,25,
10,5492,תל מונד,154,16,8,0,514,369,0,369,42,18,1,0,0,0,8,0,1,0,0,0,0,0,0,51,7,86,15,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,
18,11381,אבו רוקייק שבט,961,7.1,1,0,637,164,1,163,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
18,11382,אבו רוקייק שבט,961,7.2,1,0,637,146,1,145,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
18,11383,אבו רוקייק שבט,961,7.3,1,0,637,216,1,215,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,186,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,
18,11384,אבו רוקייק שבט,961,7.4,1,0,637,349,1,348,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,316,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
18,11385,אבו רוקייק שבט,961,7.5,2,0,637,255,1,254,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,11386,אבו רוקייק שבט,961,7.6,2,0,637,232,0,232,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,211,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
18,11387,אבו רוקייק שבט,961,7.7,2,0,637,197,5,192,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,2,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
18,11388,אבו רוקייק שבט,961,7.8,2,0,632,195,0,195,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
18,11474,אבו תלול,1375,1,1,0,501,223,0,223,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
18,11475,אבו תלול,1375,2,1,0,503,257,1,256,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
6,3001,אבטליון,1275,1,1,0,316,231,0,231,48,11,0,2,0,0,1,0,5,0,0,0,0,0,0,15,7,17,40,0,0,0,0,74,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,
9,4797,אביאל,679,1,1,0,521,408,4,404,80,25,3,3,1,0,4,0,3,0,0,0,0,0,0,41,11,72,45,0,0,0,0,76,0,0,0,0,0,0,0,0,0,6,0,0,0,3,31,
18,11147,אבשלום,1311,1,1,0,278,165,3,162,3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,6,68,36,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
18,11148,אוהד,1046,1,1,0,266,181,0,181,17,19,0,1,0,0,5,0,0,0,0,0,0,0,1,21,5,72,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,3,12,
18,11149,אורים,403,1,1,0,451,238,2,236,76,4,0,3,0,0,1,0,3,0,0,0,0,0,0,26,9,13,35,0,0,0,0,61,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,
19,11546,אורנית,3760,1,3,0,628,451,3,448,18,118,2,0,0,0,54,0,6,0,0,0,0,0,0,36,12,96,6,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,6,43,
19,11547,אורנית,3760,6,3,0,627,445,1,444,33,74,5,0,0,0,13,0,4,0,0,0,0,0,0,41,20,111,12,0,0,0,0,75,0,0,0,0,0,0,0,0,0,2,0,0,0,10,44,
19,11548,אורנית,3760,7,3,0,593,459,3,456,37,42,0,0,0,0,7,0,5,0,0,0,0,0,0,63,19,101,19,0,0,0,0,126,1,0,0,0,0,0,0,1,0,1,0,0,0,4,30,
19,11549,אורנית,3760,8.1,1,0,644,499,0,499,30,49,5,0,0,0,14,0,3,0,0,0,0,0,0,44,14,122,13,0,0,0,0,117,1,0,0,0,1,0,0,0,0,0,0,0,0,6,80,
19,11550,אורנית,3760,8.2,1,0,644,477,1,476,36,52,1,0,0,0,11,0,9,0,0,0,0,0,0,59,6,117,9,0,0,0,0,124,0,0,0,0,0,0,0,0,0,4,0,0,0,10,38,
19,11551,אורנית,3760,8.3,1,0,644,485,3,482,34,45,0,0,0,0,19,0,3,0,0,0,0,0,0,62,17,98,11,0,0,0,0,134,0,0,0,0,0,0,0,0,0,1,0,0,0,8,50,
19,11552,אורנית,3760,8.4,1,0,643,499,1,498,30,68,3,1,0,0,19,0,6,0,0,0,1,0,1,48,16,113,11,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,
19,11553,אורנית,3760,9.1,2,0,523,407,0,407,31,59,0,0,0,0,26,0,4,0,0,0,0,0,0,34,12,89,7,0,0,0,0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,7,50,
19,11554,אורנית,3760,9.2,2,0,523,407,1,406,16,60,0,0,0,0,25,0,4,0,0,0,0,0,0,37,9,114,4,0,0,0,0,98,0,0,0,0,0,0,0,0,0,2,0,0,0,6,31,
19,11555,אורנית,3760,9.3,2,0,523,417,0,417,8,77,0,0,0,0,17,0,10,0,0,0,0,0,0,40,13,88,9,0,0,0,0,113,0,0,0,0,0,0,0,0,0,2,0,0,0,1,39,
19,11556,אורנית,3760,9.4,2,0,522,406,0,406,22,75,0,0,0,0,16,0,1,0,0,0,0,0,0,44,12,75,11,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,3,52,
10,5268,אחיטוב,850,1,2,0,396,302,1,301,19,22,0,0,0,0,2,0,6,0,0,0,0,0,0,78,4,70,8,0,0,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,17,24,
10,5269,אחיטוב,850,2,2,0,319,220,0,220,13,8,1,0,0,0,4,0,1,0,0,0,0,0,0,49,6,75,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,
19,11560,אלפי מנשה,3750,1,6,0,502,334,0,334,12,22,2,0,0,0,5,0,5,0,0,0,0,0,0,32,10,109,3,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,
19,11561,אלפי מנשה,3750,2,2,0,542,383,1,382,26,28,4,1,0,0,8,0,5,0,0,0,0,0,0,38,15,100,7,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,
19,11562,אלפי מנשה,3750,3,6,0,538,395,3,392,29,30,0,0,0,0,23,0,5,0,0,0,0,0,0,29,16,124,4,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,7,31,
19,11563,אלפי מנשה,3750,4,4,0,523,380,0,380,25,42,1,0,0,0,9,0,5,0,0,0,0,0,0,26,10,111,11,1,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,6,35,
19,11564,אלפי מנשה,3750,5,5,0,578,421,0,421,33,37,3,0,0,0,9,0,1,0,0,0,0,0,0,52,16,100,5,0,1,0,0,103,1,0,0,0,0,0,0,0,0,2,1,0,0,9,48,
19,11565,אלפי מנשה,3750,8,8,0,419,307,2,305,20,35,1,1,0,0,6,0,6,0,0,0,0,0,0,16,20,85,8,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
19,11566,אלפי מנשה,3750,9.1,1,0,633,481,4,477,24,54,4,0,0,0,13,0,7,0,0,0,0,0,0,32,22,147,11,0,0,0,0,107,0,1,0,0,0,0,0,0,0,2,0,0,0,8,45,
19,11567,אלפי מנשה,3750,9.2,1,0,633,484,0,484,30,49,9,0,0,0,22,0,7,0,0,1,0,0,0,45,9,162,6,0,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,12,38,
19,11568,אלפי מנשה,3750,9.3,1,0,631,465,1,464,25,48,2,0,0,0,9,0,5,0,0,0,0,0,0,50,17,140,9,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,7,31,
