שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
טמרה,8900,110,0,532,7,525,27,0,164,0,144,0,0,0,0,22,1,0,22,0,10,0,5,0,108,0,0,0,0,0,0,2,0,0,0,0,20
טמרה,8900,120,0,303,10,293,12,0,94,0,107,0,1,0,0,1,0,0,2,0,0,0,0,1,60,0,0,0,1,0,0,0,0,0,0,0,14
טמרה,8900,130,0,423,13,410,12,0,143,0,121,0,0,0,0,5,0,0,8,0,0,2,1,0,88,0,0,0,0,0,0,3,0,0,0,0,27
טמרה,8900,140,0,331,1,330,12,0,104,1,110,0,0,0,0,2,0,0,5,0,3,0,2,0,74,0,0,0,0,0,0,0,0,0,0,0,17
טמרה,8900,150,0,346,9,337,10,1,120,0,119,0,0,0,0,2,0,0,9,0,2,0,2,0,49,0,0,1,2,0,1,3,0,0,1,0,15
טמרה,8900,160,0,380,18,362,9,0,72,0,143,0,0,0,0,0,1,0,9,0,0,0,2,0,56,0,0,0,0,0,1,2,0,0,0,0,67
טמרה,8900,170,0,371,6,365,28,3,98,1,110,0,0,0,0,0,0,5,19,0,0,2,3,0,64,0,0,0,0,0,1,1,1,1,0,0,28
טמרה,8900,180,0,348,4,344,30,1,113,2,95,0,0,0,1,0,0,0,11,0,0,3,1,1,66,0,0,0,0,0,1,0,1,0,0,0,18
טמרה,8900,190,0,372,5,367,17,1,122,0,108,0,0,1,0,0,0,2,11,0,0,0,7,0,71,0,0,0,0,0,1,0,0,0,0,1,25
טמרה,8900,200,0,326,3,323,11,0,83,0,113,0,0,0,0,0,0,0,13,0,0,5,6,0,62,0,0,0,0,0,0,1,0,0,0,0,29
טמרה,8900,210,0,412,1,411,9,0,83,0,148,0,0,0,0,0,0,0,25,0,3,14,5,1,91,0,0,0,1,1,0,0,0,0,0,0,30
טמרה,8900,220,0,370,2,368,20,0,77,0,126,0,0,0,0,0,0,0,18,0,1,17,6,0,86,0,0,0,0,0,0,0,0,0,0,0,17
טמרה,8900,230,0,269,1,268,13,0,72,0,86,0,0,0,0,0,0,0,6,0,0,0,5,0,69,0,0,0,0,0,0,0,0,0,0,0,17
טמרה,8900,240,0,310,5,305,7,0,62,0,116,0,0,0,0,0,0,1,6,1,1,0,7,0,90,0,0,1,0,1,2,0,0,0,0,0,10
באר שבע,9000,10,0,274,7,267,33,3,2,0,0,0,0,1,1,17,1,1,38,0,63,16,0,0,0,0,3,0,1,0,0,0,1,1,0,2,83
באר שבע,9000,20,0,227,6,221,38,0,0,0,2,0,0,8,2,25,0,0,44,0,26,20,4,0,1,1,0,0,0,0,0,0,0,2,1,3,44
באר שבע,9000,30,0,178,7,171,24,8,0,1,2,2,0,3,0,4,0,0,26,0,26,27,1,0,0,0,0,0,0,0,1,1,1,0,0,2,42
באר שבע,9000,40,0,218,1,217,23,3,2,0,1,0,0,9,0,20,1,1,20,0,17,16,6,0,4,3,2,0,0,0,0,0,0,3,0,1,85
באר שבע,9000,50,0,256,10,246,27,0,1,0,1,0,0,3,1,29,0,2,24,0,46,17,1,0,1,0,1,0,0,0,0,1,0,1,0,0,90
באר שבע,9000,60,0,303,7,296,29,5,0,0,0,2,0,10,0,6,0,0,57,0,116,17,7,0,1,8,1,0,0,0,0,1,0,1,0,1,34
באר שבע,9000,70,0,270,11,259,26,0,1,0,1,0,0,5,0,8,0,0,29,0,120,23,1,1,0,0,1,0,0,1,0,0,0,1,0,0,41
באר שבע,9000,80,0,177,2,175,51,2,0,0,0,0,0,10,0,14,2,0,22,0,12,15,3,0,0,0,1,0,0,0,0,1,1,1,0,2,38
באר שבע,9000,90,0,190,2,188,28,3,0,0,1,0,0,12,0,21,0,0,40,0,24,8,4,0,1,6,0,0,0,0,0,0,1,0,0,1,38
באר שבע,9000,100,0,147,4,143,10,4,1,0,0,1,0,6,0,20,1,0,17,0,23,10,0,0,1,0,0,0,0,0,0,0,0,3,0,0,46
באר שבע,9000,110,0,193,7,186,28,2,0,0,0,0,0,9,0,8,0,0,19,0,23,28,0,0,0,0,1,0,0,0,0,1,0,1,0,3,63
באר שבע,9000,130,0,255,7,248,23,3,0,0,2,3,1,6,0,9,0,4,39,0,85,26,5,0,0,4,0,0,0,0,1,2,0,2,0,2,31
באר שבע,9000,140,0,170,5,165,24,1,0,0,0,0,0,2,0,9,0,1,24,0,49,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,32
באר שבע,9000,150,0,240,14,226,28,3,1,0,1,0,0,1,2,13,0,1,23,1,78,14,3,0,1,0,3,0,1,0,0,0,1,3,0,0,48
באר שבע,9000,160,0,189,5,184,12,4,0,0,0,0,0,2,0,48,1,1,20,0,31,13,1,0,0,0,0,0,1,0,0,0,2,0,1,3,44
באר שבע,9000,170,0,297,9,288,49,3,0,0,2,1,0,8,0,9,1,3,43,0,97,31,4,0,0,1,0,0,0,0,0,0,0,1,0,3,32
באר שבע,9000,180,0,171,4,167,22,0,0,0,0,1,0,5,0,5,0,1,20,0,62,14,7,0,0,0,0,0,0,0,0,0,0,0,0,1,29
באר שבע,9000,190,0,170,5,165,20,7,0,0,2,1,0,0,1,6,0,0,22,0,38,15,2,0,0,0,1,1,0,0,1,0,0,0,0,0,48
באר שבע,9000,200,0,138,9,129,18,4,0,0,0,0,11,0,0,3,1,0,18,0,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51
באר שבע,9000,210,0,346,11,335,65,0,1,0,0,0,0,9,1,18,1,2,45,0,59,32,5,0,0,0,0,0,0,0,0,1,3,5,0,0,88
באר שבע,9000,220,0,274,14,260,57,1,0,0,2,0,0,17,2,25,0,1,42,0,19,24,8,0,0,2,0,0,1,0,0,0,0,4,0,1,54
באר שבע,9000,230,0,171,7,164,22,4,0,0,0,0,0,4,1,18,0,1,20,0,15,28,6,0,0,0,0,0,0,0,0,0,0,0,0,2,43
באר שבע,9000,250,0,247,5,242,27,2,2,0,0,1,0,3,2,17,0,5,33,0,75,13,0,0,0,0,1,0,1,0,0,0,0,1,0,2,57
באר שבע,9000,260,0,242,7,235,25,3,0,0,0,0,0,2,2,8,1,1,32,0,46,16,2,0,2,3,0,1,0,0,0,1,2,2,0,0,86
באר שבע,9000,270,0,263,7,256,16,8,0,0,0,0,0,8,3,12,1,0,30,0,82,20,1,0,0,0,0,0,0,0,0,0,1,1,0,0,73
באר שבע,9000,280,0,238,7,231,34,4,0,0,0,0,0,4,0,2,0,0,28,0,52,21,0,1,0,0,0,0,1,1,0,0,0,3,1,2,77
באר שבע,9000,290,0,232,5,227,26,7,0,0,0,2,1,1,1,11,0,4,18,1,53,28,2,0,1,0,0,0,0,0,0,0,1,1,0,0,69
באר שבע,9000,300,0,286,9,277,19,0,0,0,0,0,0,3,0,10,0,0,58,0,98,27,2,0,1,0,0,0,0,0,0,1,1,2,0,1,54
באר שבע,9000,310,0,226,10,216,14,1,1,0,1,1,0,1,1,6,0,1,55,0,75,20,1,0,0,0,0,0,1,0,0,1,0,0,0,1,35
באר שבע,9000,340,0,199,9,190,20,2,1,0,0,0,0,3,0,8,0,0,27,0,67,20,0,0,1,1,0,1,0,0,0,0,0,1,0,0,38
באר שבע,9000,350,0,317,8,309,46,2,0,0,0,0,0,9,0,17,0,1,59,0,86,34,6,0,0,0,0,0,0,0,0,1,3,3,1,4,37
באר שבע,9000,360,0,255,8,247,47,1,1,0,0,0,0,14,1,26,0,1,30,0,40,28,1,2,0,0,0,0,0,0,0,1,1,2,0,0,51
באר שבע,9000,370,0,294,8,286,40,6,0,1,1,0,0,7,2,25,0,1,33,0,48,38,3,1,0,0,0,0,1,0,0,1,0,1,0,2,75
באר שבע,9000,380,0,367,7,360,66,2,0,0,0,0,0,29,1,74,1,3,51,0,40,35,4,0,0,2,0,0,0,0,0,0,0,2,0,4,46
באר שבע,9000,390,0,319,14,305,19,3,3,0,0,2,1,5,0,6,0,3,63,0,168,12,5,0,0,0,3,0,0,0,0,0,1,1,0,1,9
באר שבע,9000,400,0,201,4,197,37,2,0,1,0,0,1,10,2,38,0,0,41,0,13,11,8,0,0,0,0,0,0,1,0,0,2,2,1,0,27
באר שבע,9000,410,0,171,5,166,29,3,0,0,0,3,0,1,1,4,1,0,18,0,45,16,0,0,0,0,0,1,1,1,0,0,0,3,0,1,38
באר שבע,9000,420,0,388,0,388,67,9,0,0,0,0,1,25,1,114,0,9,60,1,22,31,5,0,0,8,1,1,0,0,0,0,1,2,0,2,28
באר שבע,9000,430,0,385,5,380,84,4,0,0,0,0,1,35,2,30,1,1,90,0,43,28,13,1,0,1,0,1,0,0,0,0,1,3,0,2,39
באר שבע,9000,440,0,208,2,206,32,0,0,0,0,1,0,10,0,59,0,0,27,0,20,18,7,0,0,1,0,0,1,0,0,0,1,0,0,6,23
באר שבע,9000,450,0,295,0,295,74,2,0,0,2,0,0,23,1,15,1,1,79,0,26,27,6,1,1,2,0,0,0,0,0,0,0,1,0,4,29
באר שבע,9000,460,0,324,2,322,79,0,0,0,0,0,0,18,0,36,0,2,67,0,18,45,7,0,0,4,0,0,0,0,0,1,0,3,0,3,39
באר שבע,9000,470,0,218,8,210,29,1,0,1,0,0,1,1,0,5,0,1,45,0,75,32,0,0,0,0,0,1,0,0,0,0,0,2,0,2,14
באר שבע,9000,480,0,520,28,492,32,7,1,0,2,0,4,3,0,18,0,6,60,1,235,44,4,0,0,1,3,0,1,0,0,1,3,1,0,1,64
באר שבע,9000,490,0,225,7,218,15,4,0,0,1,1,0,6,3,2,1,2,34,0,85,28,1,0,0,0,3,0,1,0,0,1,1,4,0,2,23
באר שבע,9000,530,0,388,2,386,96,3,0,2,1,0,1,31,0,32,0,1,102,0,22,44,7,0,2,6,0,0,0,0,0,0,0,2,0,4,30
באר שבע,9000,540,0,299,11,288,34,1,0,0,1,1,1,7,0,3,0,2,46,0,97,31,2,2,0,0,0,0,0,1,0,0,2,7,0,3,47
באר שבע,9000,550,0,216,13,203,18,0,1,0,0,0,0,5,0,6,0,2,37,0,64,28,1,1,0,0,0,0,0,0,0,1,1,1,0,1,36
באר שבע,9000,560,0,369,4,365,70,4,0,0,0,0,0,15,0,32,0,3,81,0,44,35,1,0,0,0,0,0,0,0,0,0,1,5,0,0,74
באר שבע,9000,570,0,566,9,557,152,3,0,0,1,1,0,44,0,32,0,3,152,0,22,49,23,2,0,2,0,0,0,0,0,1,2,2,0,4,62
באר שבע,9000,580,0,221,0,221,46,0,0,1,0,0,1,12,1,17,0,1,44,0,30,17,6,0,0,0,0,0,0,0,0,0,2,2,0,6,35
באר שבע,9000,590,0,370,11,359,61,4,0,0,1,0,0,22,0,36,0,4,49,1,24,53,2,0,1,0,2,0,0,0,0,1,1,3,0,1,93
באר שבע,9000,600,0,336,7,329,65,0,0,0,0,0,1,13,1,26,0,1,49,0,16,48,5,0,0,2,0,0,0,0,0,1,1,3,0,1,96
באר שבע,9000,620,0,194,5,189,45,4,0,0,0,0,0,16,0,18,0,1,35,0,13,24,2,0,0,0,0,1,0,0,0,1,0,1,0,3,25
באר שבע,9000,630,0,221,2,219,62,1,0,0,0,0,0,14,0,24,0,2,45,0,15,17,9,0,0,1,0,0,0,0,0,0,1,3,0,4,21
באר שבע,9000,640,0,105,0,105,23,3,2,0,0,1,0,9,0,8,0,1,26,0,12,6,2,0,0,0,0,0,0,0,0,0,0,1,0,2,9
באר שבע,9000,650,0,308,9,299,28,4,1,0,0,0,0,3,0,8,0,6,44,0,104,14,5,0,0,0,1,0,0,0,0,1,2,0,0,1,77
באר שבע,9000,660,0,381,2,379,75,1,1,0,0,1,1,21,1,46,3,0,91,0,42,46,9,0,0,5,0,0,2,0,1,0,0,3,0,5,25
באר שבע,9000,670,0,158,9,149,35,0,1,0,0,0,0,1,1,2,0,0,29,0,32,14,5,0,0,0,1,0,0,0,0,1,0,1,0,0,26
באר שבע,9000,680,0,156,11,145,16,1,0,0,0,0,0,5,0,8,2,0,14,1,58,11,1,0,2,1,0,0,0,0,0,0,1,6,0,1,17
באר שבע,9000,690,0,314,3,311,73,2,1,0,1,1,0,20,1,20,0,0,69,0,50,36,4,4,1,1,0,0,1,0,0,0,1,1,0,4,20
באר שבע,9000,700,0,170,3,167,30,1,4,0,0,0,0,10,0,5,0,2,38,0,8,27,7,0,1,0,1,0,0,0,0,0,0,1,0,2,30
באר שבע,9000,710,0,185,12,173,37,1,0,0,0,0,0,6,0,20,3,1,36,0,10,8,7,0,0,0,0,0,0,0,0,0,0,4,0,2,38
באר שבע,9000,730,0,287,8,279,34,3,0,0,1,0,2,4,2,11,1,3,46,0,97,19,5,0,1,1,2,0,0,0,0,2,1,2,0,0,42
באר שבע,9000,740,0,181,4,177,16,4,0,0,0,0,26,4,0,8,0,0,31,0,27,20,2,0,0,2,1,0,0,0,0,0,1,1,0,2,32
באר שבע,9000,750,0,217,7,210,24,5,0,0,0,0,1,8,6,10,1,0,29,1,57,19,1,0,0,0,1,0,0,0,0,0,0,1,0,1,45
באר שבע,9000,760,0,237,10,227,17,1,0,0,0,0,0,10,0,37,1,0,28,1,51,38,5,0,1,0,0,1,0,0,0,0,0,7,0,1,28
באר שבע,9000,780,0,274,8,266,34,5,0,0,0,1,2,10,1,23,0,3,42,0,28,26,3,0,0,1,0,0,0,1,0,1,2,3,0,2,78
באר שבע,9000,790,0,257,4,253,52,1,0,0,0,1,1,18,1,22,1,0,40,0,25,25,7,0,1,2,0,0,0,0,0,0,0,5,0,5,46
באר שבע,9000,810,0,220,9,211,30,1,0,0,0,0,6,6,1,27,1,0,16,0,31,23,3,1,1,0,0,1,0,0,0,2,3,2,0,0,56
באר שבע,9000,820,0,258,12,246,33,4,1,0,0,0,4,4,0,33,3,2,36,0,33,22,1,0,1,0,0,0,1,0,0,0,0,4,0,1,63
באר שבע,9000,840,0,219,7,212,52,2,0,0,1,0,1,18,1,6,0,0,40,0,32,23,6,0,1,2,0,0,1,0,0,1,0,5,0,6,14
באר שבע,9000,860,0,263,3,260,58,1,0,0,0,0,0,16,1,15,1,2,49,0,20,32,4,0,0,0,0,0,0,0,0,0,2,3,0,4,52
באר שבע,9000,870,0,324,11,313,27,1,1,0,1,0,1,8,0,4,0,0,72,0,145,17,2,0,0,0,1,0,0,1,0,0,1,5,0,7,19
באר שבע,9000,900,0,208,8,200,26,2,2,0,0,1,0,9,1,9,1,3,38,0,35,20,2,0,1,0,0,0,0,0,0,1,1,2,1,1,44
באר שבע,9000,910,0,352,7,345,53,1,2,0,0,0,0,12,1,15,3,2,57,0,95,44,5,0,0,0,0,0,0,0,0,0,1,4,0,3,47
באר שבע,9000,920,0,350,11,339,44,5,0,0,1,0,0,11,0,10,0,4,51,0,145,25,1,0,1,1,0,0,0,0,0,1,2,0,0,5,32
באר שבע,9000,930,0,230,6,224,49,0,0,0,1,0,0,6,0,14,0,0,40,0,40,24,3,0,0,0,0,1,0,0,1,0,0,0,0,1,44
באר שבע,9000,940,0,329,10,319,45,1,0,0,0,0,0,8,1,7,0,1,99,0,76,31,6,1,0,0,1,0,0,0,0,1,4,3,0,2,32
באר שבע,9000,950,0,217,7,210,16,2,0,0,0,0,0,1,0,7,3,0,48,0,58,14,0,0,0,0,1,0,0,0,0,0,0,2,0,1,57
באר שבע,9000,960,0,256,8,248,33,6,0,0,0,0,0,11,1,30,3,1,42,1,39,13,2,0,0,0,1,0,0,0,0,0,0,1,0,1,63
באר שבע,9000,970,0,317,8,309,52,3,0,0,0,1,0,18,0,19,0,2,52,0,61,21,3,0,0,1,1,0,0,0,0,0,1,2,0,0,72
באר שבע,9000,990,0,332,7,325,41,2,0,0,1,0,0,11,0,23,2,7,52,0,37,40,3,0,0,1,0,0,1,0,0,0,0,5,0,0,99
באר שבע,9000,1000,0,256,6,250,57,7,0,0,0,0,0,9,0,21,0,3,23,2,21,25,1,0,1,1,0,0,0,0,0,0,1,2,0,1,75
באר שבע,9000,1010,0,234,6,228,30,1,0,0,1,0,0,13,0,18,0,1,34,1,32,15,1,0,0,0,1,0,0,0,0,1,0,2,0,1,76
באר שבע,9000,1020,0,206,2,204,28,6,0,0,0,0,0,16,0,20,0,3,27,0,27,26,1,1,0,0,0,0,0,1,0,0,1,2,0,1,44
באר שבע,9000,1030,0,268,10,258,55,6,1,0,0,0,0,14,1,24,2,3,48,0,22,29,5,0,0,0,0,0,1,0,0,0,1,1,0,1,44
באר שבע,9000,1040,0,324,4,320,58,7,0,0,0,0,1,11,0,17,1,0,46,0,38,45,5,0,0,0,0,0,1,0,0,2,1,1,0,3,83
באר שבע,9000,1050,0,370,9,361,73,6,0,0,0,0,0,19,2,33,0,6,69,0,32,39,8,0,0,6,0,1,0,0,1,0,0,2,0,1,63
באר שבע,9000,1060,0,361,3,358,83,5,1,0,0,0,0,20,1,37,1,3,77,0,33,35,7,0,0,2,0,0,0,0,0,1,0,5,0,6,41
באר שבע,9000,1070,0,382,7,375,59,7,0,0,0,1,0,12,0,53,4,14,46,0,14,45,0,0,0,0,0,0,0,0,0,0,0,4,0,2,114
באר שבע,9000,1080,0,283,7,276,39,7,1,0,0,1,0,2,0,29,2,1,54,0,24,23,1,0,1,1,0,0,1,0,2,1,0,1,0,1,84
באר שבע,9000,1090,0,317,9,308,30,3,0,0,0,0,0,4,1,26,0,9,68,1,89,37,5,0,0,0,0,0,1,0,0,0,0,4,0,7,23
באר שבע,9000,1100,0,316,12,304,29,1,0,0,1,1,2,9,1,6,0,0,92,0,99,28,6,0,0,0,0,0,0,0,0,0,2,2,0,8,17
באר שבע,9000,1110,0,283,6,277,55,1,0,0,0,0,0,12,2,96,1,3,27,0,27,12,7,0,0,1,1,0,0,0,0,1,0,1,1,9,20
באר שבע,9000,1120,0,402,6,396,108,2,0,0,0,0,0,14,2,47,0,1,94,0,56,15,15,0,0,2,0,0,0,0,0,0,0,4,0,8,28
באר שבע,9000,1130,0,303,8,295,44,0,2,0,0,0,0,9,0,14,0,1,63,0,83,23,6,0,0,0,0,0,0,0,1,0,0,2,0,1,46
באר שבע,9000,1140,0,346,15,331,33,3,0,0,0,0,1,6,2,16,0,2,59,1,124,24,5,0,0,1,0,0,0,0,0,1,1,2,0,2,48
באר שבע,9000,1150,0,223,3,220,36,7,0,0,2,1,0,15,1,29,0,0,53,0,25,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23
באר שבע,9000,1160,0,362,6,356,73,7,1,1,0,0,1,18,0,25,0,5,50,1,34,21,7,1,1,2,1,1,0,0,0,0,0,1,0,3,102
באר שבע,9000,1170,0,190,12,178,22,1,0,0,0,0,0,5,0,13,0,2,15,0,63,21,1,0,0,0,0,0,0,0,0,0,0,1,0,5,29
באר שבע,9000,1180,0,332,8,324,38,6,1,0,0,0,0,17,1,100,0,3,52,0,53,21,1,1,0,1,0,0,1,0,0,1,0,2,0,6,19
באר שבע,9000,1190,0,80,1,79,8,1,0,0,0,0,0,4,0,2,1,0,20,0,27,4,6,0,0,1,0,0,0,1,0,1,0,1,0,1,1
באר שבע,9000,1200,0,326,4,322,63,1,0,0,1,0,0,15,1,19,0,2,78,0,42,21,9,0,3,0,0,0,0,0,0,0,0,6,2,9,50
באר שבע,9000,1221,0,243,5,238,40,5,0,0,0,0,0,10,0,11,0,3,50,1,19,30,3,1,1,0,0,0,0,0,1,0,0,2,0,3,58
באר שבע,9000,1222,0,195,2,193,36,4,0,0,0,0,0,9,0,14,0,1,39,0,26,22,0,2,1,1,1,1,0,0,0,0,0,2,0,0,34
באר שבע,9000,1230,0,282,5,277,54,7,1,0,0,0,0,12,0,28,0,2,41,0,29,24,1,1,2,0,0,0,0,0,0,0,0,3,0,1,71
באר שבע,9000,1240,0,314,2,312,82,2,0,0,1,0,0,37,1,21,1,1,93,0,8,27,21,0,0,0,0,0,0,0,0,0,0,6,0,7,4
באר שבע,9000,1250,0,453,4,449,119,2,0,0,1,0,2,44,2,19,0,1,142,0,23,37,18,0,2,3,0,0,0,0,0,0,0,6,0,4,24
באר שבע,9000,1260,0,131,2,129,18,4,0,1,0,0,0,4,0,9,1,1,26,0,23,15,3,1,0,0,0,0,1,0,0,0,1,0,1,0,20
באר שבע,9000,1270,0,281,9,272,71,7,0,0,0,0,0,14,0,26,0,2,50,0,12,33,10,1,0,1,0,0,0,0,0,0,0,6,0,0,39
באר שבע,9000,1280,0,495,9,486,117,2,0,0,1,0,0,39,0,34,0,0,150,0,36,56,5,3,0,3,0,1,0,1,0,0,0,1,0,1,36
באר שבע,9000,1340,0,360,13,347,10,2,0,0,0,0,0,4,7,5,1,0,71,0,183,42,4,2,0,0,5,0,0,0,0,0,2,1,0,3,5
באר שבע,9000,1360,0,238,13,225,8,2,0,0,0,0,0,3,1,1,1,1,46,0,126,22,2,0,0,0,3,0,0,0,0,0,2,3,0,1,3
באר שבע,9000,1370,0,435,16,419,7,6,2,0,0,2,0,3,0,5,5,3,102,0,218,37,0,1,0,1,3,0,0,1,0,2,6,4,0,3,8
באר שבע,9000,1380,0,351,0,351,77,3,6,0,4,0,0,20,3,38,0,2,96,0,11,45,7,0,1,1,0,0,0,0,1,2,0,7,0,5,22
באר שבע,9000,1390,0,514,4,510,143,3,3,0,0,1,0,23,1,22,0,0,144,0,48,54,8,0,0,4,0,0,0,0,0,0,0,8,0,4,44
באר שבע,9000,1400,0,349,7,342,99,4,0,0,0,0,0,31,0,28,0,0,98,1,14,24,11,0,0,1,0,0,0,0,0,0,0,9,0,6,16
באר שבע,9000,1410,0,279,12,267,25,2,2,0,0,1,1,0,2,9,0,2,57,0,104,18,0,0,0,1,1,1,0,1,0,1,3,1,0,0,35
באר שבע,9000,1420,0,302,2,300,74,4,0,0,0,0,0,19,2,4,0,2,78,0,51,16,3,1,0,0,0,0,0,1,0,0,0,3,0,2,40
באר שבע,9000,1430,0,284,4,280,27,4,0,0,0,0,1,8,3,12,1,2,68,1,64,22,2,0,0,2,0,0,0,0,0,0,1,3,0,0,59
באר שבע,9000,1440,0,202,4,198,15,2,0,0,1,0,1,6,1,7,1,0,48,0,74,23,1,2,0,0,0,0,0,0,0,0,1,1,0,1,13
באר שבע,9000,1450,0,363,6,357,73,3,0,0,8,0,1,24,1,10,1,1,87,0,21,55,1,2,0,1,0,0,0,0,0,1,2,3,0,2,60
באר שבע,9000,1460,0,223,4,219,26,7,0,0,0,0,0,4,0,9,0,0,36,0,50,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,63
באר שבע,9000,1470,0,347,16,331,47,3,0,0,0,0,3,14,0,14,1,4,69,0,67,20,4,1,0,0,1,0,0,1,0,0,1,5,0,0,76
באר שבע,9000,1480,0,296,7,289,41,4,0,0,0,1,2,5,0,23,0,1,55,0,58,30,2,0,2,0,0,0,0,0,0,1,1,2,0,4,57
באר שבע,9000,1490,0,372,1,371,88,0,3,0,4,0,0,31,1,22,0,2,91,0,25,51,13,0,0,2,0,0,0,0,0,0,0,9,0,6,23
באר שבע,9000,1500,0,389,5,384,84,5,0,0,10,0,1,31,0,23,0,3,103,0,15,37,16,0,0,1,0,0,1,0,0,0,0,5,0,8,41
באר שבע,9000,1510,0,217,7,210,24,0,1,0,0,0,0,6,0,2,1,0,54,0,92,14,2,0,0,1,0,0,0,0,0,0,0,1,1,1,10
באר שבע,9000,1520,0,262,8,254,43,1,0,0,0,0,0,4,4,10,2,0,54,0,70,36,2,0,0,1,0,0,0,1,0,0,1,3,0,1,21
באר שבע,9000,1530,0,269,10,259,25,2,0,0,0,0,0,8,0,7,1,1,34,0,102,30,3,1,0,0,0,0,0,0,0,0,0,1,0,1,43
באר שבע,9000,1540,0,238,11,227,18,0,0,0,0,0,5,4,2,10,0,0,29,0,75,20,1,0,0,1,1,0,0,0,0,0,1,0,0,1,59
באר שבע,9000,1550,0,293,11,282,24,0,0,0,0,0,0,7,6,6,0,1,68,0,91,24,8,0,0,0,0,0,1,1,0,2,3,2,0,5,33
באר שבע,9000,1560,0,350,18,332,38,4,2,0,1,1,0,8,1,9,0,1,71,1,99,31,6,0,0,0,1,0,0,0,0,1,0,2,2,2,51
באר שבע,9000,1570,0,296,6,290,22,0,0,0,1,0,3,2,0,4,0,1,60,1,115,30,8,0,0,0,2,0,0,0,1,0,0,7,0,0,33
באר שבע,9000,1580,0,221,8,213,9,2,0,0,0,0,1,3,1,3,0,1,65,0,90,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21
באר שבע,9000,1590,0,284,8,276,16,4,1,0,0,0,0,6,0,2,0,3,71,0,103,27,1,0,0,0,0,1,1,0,0,0,1,4,0,4,31
באר שבע,9000,1600,0,324,7,317,30,1,0,0,0,1,0,10,1,6,1,2,85,0,105,42,3,1,0,1,0,0,0,0,0,0,0,4,0,3,21
באר שבע,9000,1610,0,300,3,297,54,1,0,1,1,2,0,18,1,29,2,1,69,0,67,9,3,0,0,1,0,0,0,0,1,0,1,2,0,2,32
באר שבע,9000,1620,0,278,8,270,23,3,1,0,0,0,5,5,0,9,1,0,66,0,61,23,0,0,1,0,1,1,0,0,0,1,1,3,1,1,63
באר שבע,9000,1630,0,322,9,313,74,2,0,0,1,0,1,20,4,21,1,3,74,0,46,28,9,0,0,0,0,0,0,0,0,0,1,3,0,1,24
באר שבע,9000,1640,0,273,2,271,71,3,0,1,0,0,0,16,0,15,0,1,84,1,12,18,5,0,1,0,0,0,0,0,0,0,0,3,0,6,34
באר שבע,9000,1650,0,243,2,241,55,5,0,1,0,0,2,7,1,20,0,4,57,1,36,16,5,0,0,0,0,0,2,0,0,0,1,3,0,4,21
באר שבע,9000,1660,0,299,9,290,66,3,0,0,0,0,0,31,0,27,0,3,62,0,17,24,7,0,0,2,0,0,1,0,0,0,0,5,0,3,39
באר שבע,9000,1670,0,304,9,295,60,2,0,0,0,1,0,21,0,13,1,0,98,0,37,28,3,0,0,0,1,0,1,0,0,0,1,1,0,4,23
באר שבע,9000,1680,0,255,11,244,33,5,0,3,1,0,4,8,0,5,1,0,46,1,78,17,2,2,0,2,1,1,2,0,0,0,1,6,0,1,24
באר שבע,9000,1690,0,445,8,437,98,4,0,1,0,2,0,26,2,28,1,2,126,0,64,35,11,0,1,2,0,0,0,0,0,0,4,5,1,5,19
באר שבע,9000,1700,0,394,6,388,72,2,0,0,0,0,0,34,0,16,0,0,78,0,81,37,6,0,5,0,0,0,0,0,0,0,0,3,0,7,47
באר שבע,9000,1710,0,356,3,353,85,2,0,0,0,0,1,17,4,23,2,5,74,0,50,31,0,0,0,0,0,0,0,0,0,0,0,5,0,3,51
באר שבע,9000,1720,0,243,11,232,18,4,0,0,0,1,7,5,0,16,1,0,32,1,68,18,4,0,5,0,3,0,0,0,0,1,0,1,0,3,44
באר שבע,9000,1730,0,316,6,310,58,2,1,0,0,0,6,14,2,18,1,6,67,0,38,35,2,0,0,1,0,0,0,0,0,0,0,0,0,3,56
באר שבע,9000,1740,0,332,8,324,24,5,0,0,1,1,6,4,0,6,1,1,43,0,148,30,6,0,1,0,0,1,0,0,0,0,0,2,0,1,43
באר שבע,9000,1750,0,328,10,318,28,2,0,0,0,0,1,1,0,10,0,0,94,0,80,45,3,0,0,0,2,0,1,1,0,0,2,4,0,0,44
באר שבע,9000,1760,0,297,8,289,22,1,1,0,0,0,3,4,3,9,2,2,57,2,97,40,3,0,0,2,0,0,1,0,0,0,2,2,0,3,33
באר שבע,9000,1770,0,464,8,456,115,1,2,0,0,0,0,33,0,31,0,3,159,0,35,34,1,0,0,0,1,0,1,0,1,0,0,2,0,4,33
באר שבע,9000,1780,0,348,3,345,30,0,0,0,0,0,7,7,0,13,0,3,58,0,129,42,2,1,0,0,1,0,0,0,0,0,1,6,0,4,41
