סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
14,6665,תל אביב - יפו,5000,185,115,0,613,375,0,375,47,2,3,0,0,0,0,10,0,1,0,0,0,0,0,8,13,83,40,0,0,0,165,0,0,0,0,0,0,0,0,3
14,6666,תל אביב - יפו,5000,186,115,0,647,460,1,459,30,4,3,0,0,0,1,4,0,0,0,0,0,0,0,0,20,40,67,0,0,0,289,0,0,0,0,0,0,0,0,1
14,6667,תל אביב - יפו,5000,187,115,0,607,455,4,451,37,1,0,0,0,0,0,18,0,0,0,0,0,0,0,4,15,52,60,0,0,0,260,0,0,0,0,0,0,0,0,4
14,6668,תל אביב - יפו,5000,188,115,0,605,428,0,428,44,5,1,0,0,0,0,17,0,0,0,0,0,0,0,1,13,44,65,0,0,0,234,0,1,0,0,0,0,0,0,3
14,6673,תל אביב - יפו,5000,193,115,0,635,440,2,438,41,0,1,0,0,0,0,9,0,0,0,0,0,0,0,2,14,60,69,0,0,0,238,0,1,0,0,0,0,0,0,3
14,6755,תל אביב - יפו,5000,211,258,0,569,338,1,337,23,1,3,0,0,0,1,10,0,0,0,0,0,0,0,1,17,34,46,0,0,0,198,0,0,0,0,0,0,0,1,2
14,6760,תל אביב - יפו,5000,212.5,52,0,618,373,0,373,36,1,3,0,0,0,1,7,0,0,0,0,0,0,0,4,17,53,61,0,0,0,188,0,0,0,0,0,0,0,1,1
14,6769,תל אביב - יפו,5000,234,187,0,585,373,1,372,14,1,0,0,1,0,1,17,0,0,0,0,0,0,0,1,18,109,26,0,0,0,180,0,0,0,0,0,0,0,0,4
14,6770,תל אביב - יפו,5000,236.1,117,0,591,370,1,369,28,1,12,0,0,0,0,18,0,0,0,0,0,0,0,0,15,42,78,0,0,0,173,0,0,0,0,0,0,0,0,2
14,7059,תל אביב - יפו,5000,278,256,0,749,577,1,576,39,1,2,0,0,0,0,13,0,0,0,0,0,0,0,0,23,77,84,0,0,0,337,0,0,0,0,0,0,0,0,0
14,6797,תל אביב - יפו,5000,283,33,0,664,414,0,414,27,1,5,0,0,0,0,12,0,0,0,0,0,0,0,2,7,38,96,0,0,0,222,0,0,0,0,0,0,0,0,4
14,6803,תל אביב - יפו,5000,289,33,0,803,526,1,525,44,2,7,0,0,0,0,19,0,1,0,0,0,0,0,4,30,37,85,0,0,0,296,0,0,0,0,0,0,0,0,0
14,6820,תל אביב - יפו,5000,324,181,0,697,316,1,315,25,4,3,0,0,0,0,9,0,0,0,0,0,0,0,1,17,46,55,0,0,0,152,0,0,0,0,0,0,0,0,3
14,6842,תל אביב - יפו,5000,365,33,0,520,272,2,270,26,1,2,1,0,0,0,4,0,0,0,0,0,0,0,3,7,28,31,0,0,0,165,1,0,0,0,0,0,0,0,1
14,6852,תל אביב - יפו,5000,379,49,0,591,316,1,315,24,1,2,0,1,0,0,14,0,0,0,0,0,0,0,1,10,57,61,0,0,0,142,0,0,0,0,0,0,0,0,2
14,7087,תל אביב - יפו,5000,495.1,60,0,633,351,0,351,35,5,6,0,0,0,0,7,0,0,0,0,0,0,0,4,11,30,73,0,0,0,172,0,1,0,0,0,0,0,0,7
14,7089,תל אביב - יפו,5000,495.3,60,0,633,361,2,359,36,4,9,1,1,0,1,9,0,1,0,0,0,0,1,0,6,26,88,0,0,0,173,0,0,0,0,0,0,0,0,3
14,7099,תל אביב - יפו,5000,535.1,191,0,656,349,0,349,22,2,3,0,0,0,0,13,0,0,0,0,0,0,0,3,10,79,66,0,0,0,135,0,2,0,0,0,0,0,0,14
14,7100,תל אביב - יפו,5000,535.2,191,0,656,335,1,334,22,4,4,0,0,0,0,15,0,0,0,0,0,0,0,2,15,59,59,0,0,0,135,2,0,0,0,0,0,0,0,17
14,6906,תל אביב - יפו,5000,587.1,195,0,651,228,1,227,15,2,9,0,0,0,0,6,0,1,0,0,0,0,0,3,14,58,32,0,0,0,77,0,0,0,0,0,0,0,0,10
14,6949,תל אביב - יפו,5000,678,41,0,482,304,19,285,14,5,1,0,0,0,0,7,0,1,0,0,0,0,0,0,8,135,14,0,0,0,55,0,0,0,0,1,0,0,0,44
14,6952,תל אביב - יפו,5000,681,70,0,548,348,4,344,28,5,2,0,0,0,1,6,0,0,0,0,0,0,0,0,13,108,32,0,0,0,108,0,0,0,0,0,0,0,0,41
14,6978,תל אביב - יפו,5000,712.1,91,0,561,366,1,365,18,2,0,0,0,0,2,11,2,3,0,0,0,0,0,6,33,143,9,0,0,0,89,0,0,0,0,0,0,0,0,47
14,6985,תל אביב - יפו,5000,719.1,22,0,615,362,1,361,18,5,0,0,0,0,0,12,0,0,0,0,0,0,0,11,21,171,6,0,0,0,62,0,0,0,0,0,0,0,1,54
14,7003,תל אביב - יפו,5000,742.4,67,0,651,376,3,373,10,6,1,0,0,0,0,13,0,0,0,0,0,0,0,10,17,161,13,0,0,0,60,0,0,0,0,0,0,0,0,82
14,7006,תל אביב - יפו,5000,749,43,0,549,209,2,207,13,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,100,8,0,0,0,39,0,0,0,0,1,0,0,0,26
14,7036,תל אביב - יפו,5000,775,21,0,653,391,4,387,14,11,6,0,0,0,0,17,0,0,0,0,0,0,0,11,9,149,14,1,0,0,30,0,0,0,0,0,0,0,0,125
14,7039,תל אביב - יפו,5000,778,92,0,621,407,9,398,18,4,1,0,0,0,0,15,0,0,0,0,0,0,0,6,6,182,16,0,0,0,56,1,0,0,0,0,0,0,0,93
14,7126,תל אביב - יפו,5000,826,194,0,590,306,4,302,24,3,14,0,0,0,0,4,0,3,0,0,0,0,1,1,42,40,69,0,0,0,96,1,0,0,0,1,1,0,0,2
14,7136,תל אביב - יפו,5000,841,204,0,592,376,3,373,23,4,0,0,0,0,0,2,0,0,0,1,0,0,0,11,17,162,8,0,0,0,49,0,0,0,0,0,0,0,0,96
14,7140,תל אביב - יפו,5000,846,204,0,683,354,3,351,11,5,0,0,0,0,0,14,0,0,0,0,0,0,0,8,22,136,12,0,0,0,38,0,0,0,0,0,0,0,0,105
14,7152,תל אביב - יפו,5000,866.2,200,0,689,369,4,365,10,1,7,0,0,0,0,12,0,0,0,0,0,0,0,3,36,170,5,1,0,0,72,0,2,0,0,0,1,0,1,44
14,7157,תל אביב - יפו,5000,870,48,0,465,227,4,223,9,2,38,0,0,0,0,4,0,0,0,0,0,0,0,5,40,61,6,1,0,0,43,0,0,0,0,0,0,0,0,14
14,7176,תל אביב - יפו,5000,890.1,84,0,688,316,0,316,25,2,63,0,1,0,0,3,0,2,0,0,0,0,0,1,5,32,69,0,0,0,109,0,1,0,0,0,0,0,0,3
14,7190,תל אביב - יפו,5000,916.4,113,1,620,329,3,326,24,1,82,0,0,0,0,2,0,0,1,0,0,0,0,0,4,21,67,0,0,0,122,0,0,0,1,0,0,0,0,1
14,7191,תל אביב - יפו,5000,923,51,0,759,359,7,352,20,0,243,0,0,0,0,1,0,0,0,0,0,0,0,2,1,8,26,0,0,0,48,1,0,0,0,0,0,0,0,2
14,7193,תל אביב - יפו,5000,926,110,0,740,427,1,426,25,0,281,0,1,0,0,7,0,0,0,1,0,0,0,2,1,15,30,1,0,0,58,0,1,0,1,0,0,0,0,2
2,956,תעוז,752,1,1,0,431,354,2,352,18,1,0,0,0,0,61,30,0,0,0,0,0,0,0,13,3,108,17,0,0,0,63,0,1,0,0,0,0,0,0,37
2,736,אבו גוש,472,4,4,0,761,408,10,398,5,0,281,1,0,0,0,1,0,8,0,0,0,0,0,1,2,21,16,0,0,0,55,0,0,1,0,0,0,2,1,3
2,823,אדרת,1123,1,1,0,555,396,0,396,15,1,0,0,0,0,45,59,0,1,0,0,0,0,0,4,3,184,10,0,0,0,39,0,0,0,0,0,0,0,0,35
9,4111,אום אל-פחם,2710,19,16,0,782,409,4,405,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,0,3,0,0,0,0,0,0,0,1,0,0,0
9,4126,אום אל-פחם,2710,33,8,0,578,364,7,357,3,0,339,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,4,0,1,0,0,1,0,0,1,0
9,4130,אום אל-פחם,2710,39,12,0,573,272,6,266,2,0,247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,2,0,4,0,0,0,0,0,0,0,0,0
11,5074,אלעד,1309,3,23,0,798,667,3,664,0,118,0,0,0,0,0,28,0,0,0,0,0,0,0,30,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,440
11,5078,אלעד,1309,6.2,12,0,576,487,6,481,0,220,0,0,0,0,0,21,0,0,0,0,0,0,0,15,0,16,1,0,0,0,2,1,0,0,0,0,0,0,0,205
11,5091,אלעד,1309,18.3,1,0,642,539,6,533,3,146,0,0,0,0,0,61,0,0,0,0,0,0,0,24,0,41,0,0,0,0,4,0,0,0,0,0,0,0,0,254
17,8780,אשדוד,70,162,14,0,728,672,0,672,0,597,0,0,0,0,0,2,0,0,0,0,0,0,0,4,10,12,0,0,0,0,7,0,0,0,0,0,0,0,0,40
17,8902,אשדוד,70,295,92,0,674,482,1,481,16,1,0,0,0,0,3,17,0,0,0,0,0,0,0,4,105,185,2,0,0,0,118,0,0,0,0,0,0,0,0,30
9,3781,באקה אל-גרביה,6000,3,10,0,614,365,4,361,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,2,0,0,0,0,1,0,0,0,0
12,5609,באר יעקב,2530,11,3,0,449,345,1,344,28,2,0,0,0,0,1,19,0,1,0,0,0,0,0,17,6,130,6,0,0,0,107,0,0,0,0,0,0,0,0,27
12,5618,באר יעקב,2530,19.6,6,0,696,523,5,518,32,6,0,0,0,0,1,25,0,1,0,0,0,0,0,11,51,141,14,0,0,0,204,0,2,0,0,0,0,0,0,30
12,5623,באר יעקב,2530,25.4,8,0,617,512,0,512,33,0,0,0,0,0,0,25,0,0,0,0,0,0,0,6,34,181,9,0,0,0,207,0,0,0,0,0,0,0,0,17
18,9580,באר שבע,9000,73.2,13,0,647,299,7,292,10,2,2,0,0,0,0,12,0,1,0,0,0,0,0,13,41,122,5,0,0,0,53,1,0,0,0,1,0,0,0,29
6,2394,בית ג'ן,480,5,1,0,717,347,1,346,144,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,21,25,6,0,0,0,142,0,0,0,0,0,0,0,0,0
2,826,בית שמש,2610,3,7,0,737,440,4,436,11,12,1,0,0,0,0,13,0,0,0,0,0,0,0,17,38,221,6,0,0,0,45,0,1,0,0,0,1,0,0,70
2,829,בית שמש,2610,6,4,0,604,378,2,376,9,4,1,0,0,0,0,10,1,0,0,0,0,0,0,14,10,234,3,0,0,0,36,0,0,0,0,0,0,0,0,54
2,830,בית שמש,2610,7,3,0,607,389,9,380,9,15,0,0,0,0,0,14,0,0,0,0,0,0,0,14,45,166,1,0,0,0,22,0,2,0,0,1,0,0,0,91
2,832,בית שמש,2610,9,4,0,733,478,4,474,17,18,0,0,0,0,0,21,0,0,0,0,0,0,0,18,30,247,3,0,0,0,32,0,1,0,0,0,2,0,1,84
2,836,בית שמש,2610,12.2,1,0,641,395,4,391,5,6,0,0,0,0,0,116,2,0,1,0,1,0,0,9,23,134,7,0,0,0,57,1,2,1,0,1,0,0,0,25
2,850,בית שמש,2610,20.4,16,0,564,374,2,372,11,29,0,1,1,0,3,11,0,2,0,0,0,0,0,13,52,135,0,0,0,0,57,0,0,0,0,0,0,1,0,56
2,856,בית שמש,2610,24.3,44,0,688,524,4,520,2,207,0,1,0,0,0,132,0,0,0,0,0,0,0,11,8,98,1,0,0,0,38,1,0,0,0,0,0,0,0,21
2,857,בית שמש,2610,24.4,44,0,685,500,3,497,3,222,0,0,0,0,1,126,0,0,0,0,0,0,0,7,5,82,1,0,0,0,25,0,1,0,0,0,0,0,0,24
2,862,בית שמש,2610,32,45,0,682,441,4,437,6,4,0,1,0,0,4,26,1,2,0,0,0,0,0,16,78,195,4,0,0,0,54,0,0,0,0,0,0,0,1,45
2,863,בית שמש,2610,33,40,0,707,508,5,503,10,3,0,0,0,0,0,78,0,0,0,0,0,0,0,29,67,223,5,0,0,0,45,0,0,0,0,0,0,0,0,43
2,865,בית שמש,2610,37,33,0,725,485,3,482,36,2,0,0,0,0,2,17,0,1,0,0,0,0,0,15,26,270,6,0,1,0,45,0,1,0,0,0,1,0,0,59
2,866,בית שמש,2610,38,50,0,785,647,8,639,1,340,0,0,0,0,0,50,0,0,0,0,0,0,0,28,0,42,0,0,0,0,4,0,0,0,0,0,0,0,0,174
2,867,בית שמש,2610,39,11,0,552,421,3,418,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2,869,בית שמש,2610,41,45,0,763,528,4,524,17,4,0,0,0,0,2,42,0,1,0,0,0,0,0,13,81,218,7,1,1,0,70,0,1,0,0,0,0,0,0,66
2,880,בית שמש,2610,57,35,0,621,475,0,475,1,210,0,0,0,0,0,126,0,0,0,0,0,0,0,22,4,74,0,0,0,0,6,0,0,0,0,0,2,0,0,30
2,899,בית שמש,2610,70,34,0,548,320,4,316,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,7214,בני ברק,6100,4,77,1,665,555,4,551,0,169,0,0,0,0,0,7,0,0,0,0,0,0,0,5,2,30,0,0,0,0,2,0,0,0,0,0,0,0,0,336
10,4590,בני דרור,386,1,3,0,505,388,0,388,37,0,0,0,0,0,1,11,0,0,0,0,0,0,0,4,16,50,41,0,0,0,226,0,0,0,0,0,0,0,0,2
19,10110,ברקן,3654,1,2,0,600,432,2,430,16,0,0,0,0,0,0,46,0,1,0,0,0,0,0,14,44,213,8,0,0,0,86,0,0,0,0,0,0,0,0,2
10,4701,בת חפר,1319,2,1,0,550,410,0,410,39,3,0,0,0,0,0,12,0,0,0,0,0,0,0,1,23,83,24,0,0,0,223,0,0,0,0,0,0,0,0,2
16,8167,בת ים,6200,52,21,0,672,338,2,336,14,6,1,0,0,0,0,6,0,0,0,0,0,0,0,3,50,137,1,0,0,0,95,0,0,0,0,0,0,1,0,22
19,10112,ג'לג'וליה,627,1,2,0,671,494,3,491,18,0,421,0,0,0,0,0,0,0,0,1,0,0,1,2,0,14,16,0,0,0,16,0,0,0,0,0,0,0,0,2
19,10115,ג'לג'וליה,627,4,4,0,696,513,2,511,11,0,473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,0,0,0,3,0,0,0,0,0,0,0,0,0
19,10116,ג'לג'וליה,627,5,4,0,737,549,2,547,29,0,457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,8,0,0,0,0,1,0,0,0,0
19,10118,ג'לג'וליה,627,7,6,0,703,552,6,546,3,0,498,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,33,0,1,0,8,0,0,0,0,0,0,0,0,0
19,10119,ג'לג'וליה,627,8,6,0,680,507,5,502,14,0,418,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,50,0,0,0,11,0,2,0,0,0,0,1,0,1
19,10120,ג'לג'וליה,627,9,8,0,717,499,6,493,14,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,11,0,0,0,0,0,0,0,0,1
10,4706,גאולים,379,1,1,0,689,526,2,524,35,3,0,0,0,0,80,26,0,1,0,0,0,0,0,6,8,149,19,0,0,0,172,0,1,0,0,0,1,0,0,23
2,683,גבעת זאב,3730,1.1,1,0,614,462,1,461,10,22,0,0,0,0,0,40,0,1,0,0,0,0,0,33,12,174,4,0,0,0,38,0,0,0,0,0,0,0,0,127
2,693,גבעת זאב,3730,16,7,0,721,655,3,652,0,433,0,0,0,0,0,15,0,0,0,0,0,0,0,28,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,158
11,5184,גבעת שמואל,681,4,1,0,665,491,19,472,30,2,0,1,0,0,0,122,0,3,0,0,0,0,0,0,18,114,16,0,0,0,119,0,1,0,0,0,0,0,0,46
11,5218,גני תקווה,229,6.5,11,0,621,522,1,521,24,5,0,0,0,0,1,17,0,2,0,0,0,0,0,1,32,96,19,0,0,0,308,0,0,0,0,0,0,0,0,16
11,5219,גני תקווה,229,7,2,0,619,461,4,457,43,6,2,0,0,0,0,18,0,0,0,0,0,0,0,4,20,90,29,0,0,0,216,0,0,0,0,0,0,0,0,29
8,3309,דאלית אל-כרמל,494,14.1,3,0,641,341,1,340,5,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,13,16,12,0,0,0,277,0,0,0,0,1,0,1,0,4
6,2506,דייר אל-אסד,490,3,3,0,671,532,2,530,6,1,425,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,24
6,2508,דייר אל-אסד,490,5,6,0,660,542,5,537,8,0,327,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,5,0,0,0,26,0,0,0,0,0,0,1,0,147
18,9844,הוזייל (שבט),956,2.1,1,1,551,219,2,217,20,0,161,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,22,0,0,1,0,0,1,2,0,0
18,9845,הוזייל (שבט),956,2.2,1,0,550,169,3,166,45,0,96,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0
9,3877,זכרון יעקב,9300,5,7,0,709,492,1,491,41,4,3,0,0,0,0,29,0,0,0,0,0,0,0,1,21,55,60,0,0,0,275,0,0,0,0,0,0,0,0,2
9,3910,חדרה,6500,13,13,0,585,393,0,393,29,7,11,0,0,0,0,21,0,0,0,0,0,0,0,10,10,171,7,0,0,0,112,0,0,0,0,0,0,0,0,15
9,3923,חדרה,6500,26,19,0,762,504,1,503,30,7,2,0,0,0,2,19,0,0,0,0,0,0,0,9,33,199,26,0,0,0,147,0,1,0,0,0,0,1,1,26
9,3965,חדרה,6500,67.3,42,0,639,398,4,394,12,4,0,0,0,0,0,11,0,0,0,0,0,0,0,3,79,168,6,0,0,0,91,0,2,0,0,0,0,0,3,15
9,3979,חדרה,6500,84,13,0,668,479,1,478,32,2,0,1,0,0,0,19,0,0,0,0,0,0,0,9,23,175,10,0,0,0,185,0,0,4,0,0,0,0,0,18
9,4009,חדרה,6500,116,44,0,757,557,3,554,18,6,0,0,0,0,0,33,0,1,0,0,0,0,0,11,54,164,13,0,0,0,236,0,0,0,0,0,0,0,0,18
16,7867,חולון,6600,44.6,21,0,654,409,1,408,28,1,1,0,0,0,0,14,0,1,0,0,0,0,0,7,47,111,17,0,0,0,170,0,0,0,0,0,0,0,0,11
16,7875,חולון,6600,61,12,0,692,437,0,437,21,3,0,0,0,0,0,24,0,0,0,0,0,0,0,5,15,204,9,0,0,0,105,0,1,0,0,0,0,0,0,50
6,2732,חורפיש,496,6,14,0,656,307,0,307,26,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,82,27,15,0,0,0,137,0,0,0,0,0,0,0,0,3
7,2920,חיפה,4000,341,130,0,599,386,2,384,1,290,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,19,2,0,0,0,12,0,0,0,0,0,0,0,0,23
7,3265,חיפה,4000,744,221,0,701,519,1,518,35,4,0,1,0,0,0,7,0,0,0,0,0,0,0,3,27,155,20,0,0,0,258,0,0,0,0,0,0,0,0,8
9,3827,חריש,1247,3,2,0,726,534,1,533,16,18,1,0,1,0,0,71,0,0,0,0,0,0,0,33,47,124,8,0,0,0,99,1,1,0,0,0,0,0,1,112
2,705,טלמון,3788,2,1,0,689,556,4,552,0,46,0,0,0,0,0,396,0,0,0,0,0,0,0,61,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,8
6,2738,יאנוח-ג'ת,1295,5,7,0,760,445,6,439,25,0,10,0,1,0,0,16,0,0,0,0,0,0,0,0,24,134,4,0,0,0,172,0,0,0,0,0,0,0,0,53
11,5241,יהוד-מונוסון,9400,4.5,20,0,648,470,0,470,30,0,0,0,0,0,0,30,0,1,0,0,0,0,0,11,22,186,7,0,0,0,165,0,0,0,0,0,0,0,1,17
11,5242,יהוד-מונוסון,9400,5,24,0,801,573,1,572,27,11,0,0,0,0,0,33,0,0,0,0,0,0,0,21,27,211,7,0,0,0,198,0,2,0,0,0,0,2,0,33
11,5244,יהוד-מונוסון,9400,7,8,0,616,473,3,470,34,0,1,0,0,0,0,19,0,0,0,0,0,0,0,2,30,93,22,0,0,0,264,0,0,0,0,0,0,0,0,5
11,5248,יהוד-מונוסון,9400,11,9,0,356,244,1,243,15,7,0,0,0,0,0,18,0,0,0,0,0,0,0,3,11,110,3,0,0,0,62,0,0,0,0,0,0,0,0,14
11,5254,יהוד-מונוסון,9400,18,19,0,655,458,2,456,23,4,2,0,0,0,1,18,0,1,0,0,0,0,0,13,40,211,3,0,0,0,116,0,0,0,0,0,0,0,0,24
10,4607,יקום,417,1,2,0,541,420,2,418,38,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,10,9,143,0,1,0,210,0,0,0,0,0,0,0,0,0
1,93,ירושלים,3000,7,75,0,636,361,2,359,0,135,0,0,0,0,0,3,0,0,0,0,0,0,1,13,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,185
1,100,ירושלים,3000,17,7,0,784,125,3,122,0,57,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,26,2,0,0,0,10,0,0,0,0,0,0,0,0,12
1,108,ירושלים,3000,82.1,398,0,598,316,2,314,11,102,2,0,0,0,0,10,0,0,0,0,0,0,0,6,1,74,7,0,0,0,22,0,0,0,0,0,0,0,0,79
1,132,ירושלים,3000,84.2,25,0,591,277,2,275,20,15,3,0,0,0,0,41,0,0,0,0,0,0,0,12,5,68,25,0,0,0,60,1,0,0,0,0,0,0,0,25
1,154,ירושלים,3000,192,34,0,558,316,17,299,12,32,4,0,0,0,1,53,0,0,0,0,0,0,0,0,6,75,42,0,0,0,55,0,0,0,0,0,0,0,0,19
1,118,ירושלים,3000,220.4,414,0,587,361,7,354,1,197,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,130
1,168,ירושלים,3000,228.4,85,0,609,356,0,356,41,5,12,0,0,0,0,26,0,0,0,0,0,0,0,4,10,45,83,0,0,0,129,0,0,0,0,0,0,0,0,1
1,275,ירושלים,3000,247,126,0,786,593,14,579,4,371,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,23,2,0,0,0,3,0,0,0,0,0,0,0,0,163
1,347,ירושלים,3000,258,82,0,725,532,5,527,1,325,0,0,0,0,0,59,0,0,0,0,0,0,0,20,1,33,2,0,0,0,3,0,0,0,0,0,0,0,0,83
1,360,ירושלים,3000,281,385,0,504,370,2,368,47,2,9,1,0,0,0,23,0,0,0,0,0,0,0,6,28,56,81,0,0,0,110,0,2,0,0,0,0,0,0,3
1,435,ירושלים,3000,309,111,0,696,496,4,492,33,7,0,0,1,0,1,63,0,0,0,0,0,0,0,20,15,211,19,0,0,0,66,0,1,0,0,0,0,0,0,55
1,481,ירושלים,3000,321.2,131,0,667,500,2,498,33,94,2,0,0,0,0,50,0,1,0,0,0,0,0,19,17,82,30,0,0,0,99,1,0,0,0,0,0,0,2,68
1,483,ירושלים,3000,328,97,0,568,348,1,347,35,5,4,0,0,0,0,24,0,0,0,0,0,0,0,5,15,127,33,0,0,0,71,1,0,0,0,0,0,0,0,27
1,493,ירושלים,3000,339.3,58,0,631,380,0,380,30,12,2,0,0,0,0,43,0,0,0,0,0,0,0,12,23,123,22,0,0,0,74,0,0,0,0,0,0,0,0,39
1,410,ירושלים,3000,406,275,0,555,329,0,329,34,13,1,0,0,0,0,78,0,0,0,0,0,0,0,3,8,72,38,0,0,0,79,0,0,0,0,0,0,0,0,3
1,558,ירושלים,3000,460,486,0,743,352,2,350,35,0,10,0,0,0,0,49,0,0,0,0,0,0,0,2,6,68,60,0,0,0,104,0,0,0,0,1,0,0,0,15
1,569,ירושלים,3000,491.2,63,0,645,373,3,370,22,11,7,0,0,0,0,45,0,0,0,1,0,0,0,14,20,143,14,0,0,0,62,0,0,0,1,0,0,0,0,30
1,664,ירושלים,3000,519.3,316,0,688,120,3,117,1,4,70,1,0,0,0,11,0,1,0,0,0,0,0,8,1,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0
1,46,ירושלים,3000,551,28,0,560,357,1,356,9,100,4,0,0,0,0,40,0,0,0,0,0,0,0,22,2,93,3,0,0,0,31,0,0,0,0,0,0,0,0,52
1,51,ירושלים,3000,554.4,14,0,693,495,16,479,0,326,0,1,0,0,0,6,0,0,0,0,0,0,0,9,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,116
1,56,ירושלים,3000,572.1,47,0,604,398,0,398,3,131,0,0,0,0,0,17,0,0,0,0,0,0,0,9,10,75,2,0,0,0,18,0,2,0,0,0,0,0,0,131
1,521,ירושלים,3000,597,381,0,527,266,3,263,13,5,0,0,0,0,0,26,0,1,1,0,0,0,0,9,27,104,4,0,0,0,32,0,0,0,0,0,0,0,1,40
1,530,ירושלים,3000,676,181,0,599,396,1,395,12,13,0,0,0,0,2,20,0,0,0,0,0,0,0,15,40,173,8,1,0,0,35,0,0,0,0,0,0,0,1,75
1,9,ירושלים,3000,722,257,0,551,353,2,351,9,10,3,0,0,0,0,22,0,0,0,0,0,0,0,13,52,107,2,0,0,0,48,0,0,0,0,0,0,0,2,83
1,77,ירושלים,3000,745,258,0,552,371,0,371,8,18,1,0,0,0,0,16,0,0,0,0,0,0,0,9,68,147,6,0,0,0,38,0,0,0,0,0,0,0,0,60
1,37,ירושלים,3000,757,257,0,696,450,6,444,11,19,5,0,0,0,0,31,0,0,0,0,0,0,0,16,49,153,3,0,0,0,62,0,0,0,0,0,0,0,2,93
1,39,ירושלים,3000,764,270,0,607,427,4,423,12,6,0,0,0,0,1,31,0,0,0,0,0,0,0,23,48,180,4,0,0,0,72,0,0,0,0,0,0,0,0,46
1,88,ירושלים,3000,770.3,256,1,544,377,0,377,12,6,3,1,0,0,0,17,0,1,0,0,0,0,1,11,62,150,6,1,0,0,47,0,1,0,0,0,0,0,0,58
1,235,ירושלים,3000,787,129,0,732,549,2,547,7,94,1,0,0,0,0,64,1,0,0,0,0,0,0,24,5,147,2,0,0,0,27,0,0,0,0,0,0,0,0,175
1,237,ירושלים,3000,789,205,0,590,414,1,413,14,53,0,0,0,0,0,114,0,0,0,0,0,0,0,12,4,97,7,0,0,0,56,0,0,0,0,0,0,0,0,56
1,193,ירושלים,3000,801,320,0,755,634,6,628,1,424,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,188
1,621,ירושלים,3000,864,393,0,699,523,0,523,8,16,0,0,0,0,2,62,0,0,0,0,1,0,0,27,11,248,3,0,0,0,57,1,1,0,0,0,0,0,0,86
6,2845,כאבול,504,8,1,0,748,560,3,557,3,3,511,0,1,0,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,0,27
2,711,כוכב יעקב,3779,5.3,4,0,557,478,2,476,0,92,0,0,0,0,0,19,0,0,0,0,0,0,0,33,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,316
19,10126,כפר ברא,633,3,3,0,736,522,5,517,2,0,441,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,40,0,0,0,7,1,0,0,0,0,0,0,0,10
